param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  8  8  8  10  8  10  7  4  4  4  10  3  8
2  9  100  7  10  5  6  3  7  8  3  7  9  7  8  5
3  8  7  100  10  3  7  5  6  5  7  2  10  5  2  6
4  8  10  10  100  5  9  8  3  3  7  8  2  5  2  7
5  8  5  3  5  100  7  8  9  7  7  4  8  4  8  3
6  10  6  7  9  7  100  6  5  3  9  7  7  4  8  5
7  8  3  5  8  8  6  100  3  6  9  7  2  9  3  5
8  10  7  6  3  9  5  3  100  8  7  4  7  5  3  5
9  7  8  5  3  7  3  6  8  100  9  8  10  8  10  3
10  4  3  7  7  7  9  9  7  9  100  5  7  4  3  10
11  4  7  2  8  4  7  7  4  8  5  100  7  8  3  7
12  4  9  10  2  8  7  2  7  10  7  7  100  2  2  9
13  10  7  5  5  4  4  9  5  8  4  8  2  100  6  3
14  3  8  2  2  8  8  3  3  10  3  3  2  6  100  8
15  8  5  6  7  3  5  5  5  3  10  7  9  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  100  100  100  8  100  3  100  100  5  100  100  7  7
2  10  100  7  100  100  100  100  3  2  100  100  100  100  100  2
3  100  7  100  8  2  100  100  100  100  100  100  100  100  100  100
4  100  100  8  100  2  5  100  100  100  100  100  9  6  100  100
5  100  100  2  2  100  10  100  100  100  100  3  4  100  100  100
6  8  100  100  5  10  100  7  100  100  100  100  100  6  100  2
7  100  100  100  100  100  7  100  8  100  100  100  100  100  100  10
8  3  3  100  100  100  100  8  100  9  100  2  100  100  100  100
9  100  2  100  100  100  100  100  9  100  5  100  100  100  7  10
10  100  100  100  100  100  100  100  100  5  100  6  100  10  100  100
11  5  100  100  100  3  100  100  2  100  6  100  7  100  100  5
12  100  100  100  9  4  100  100  100  100  100  7  100  2  100  100
13  100  100  100  6  100  6  100  100  100  10  100  2  100  7  100
14  7  100  100  100  100  100  100  100  7  100  100  100  7  100  7
15  7  2  100  100  100  2  10  100  10  100  5  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  1  0
2  .  .  0  0  0  0  0  1  1  0  0  0  0  0  1
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  1  0  0  0  0  0  1
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  9
2  2  15
3  3  5
4  4  5
5  6  15
6  8  11
7  12  13
8  1  8
9  2  8
10  5  11
11  5  12
12  9  10
13  1  14
14  6  7
;
