param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  6  8  6  3  10  10  2  5  5  6  9  4  3
2  5  100  4  9  5  6  2  6  9  10  10  10  4  3  5
3  6  4  100  8  10  4  7  5  5  2  5  4  10  9  5
4  8  9  8  100  10  9  3  8  6  4  4  10  2  2  7
5  6  5  10  10  100  6  5  5  5  9  10  3  2  6  4
6  3  6  4  9  6  100  4  10  2  4  3  4  4  8  8
7  10  2  7  3  5  4  100  3  5  8  6  3  9  7  9
8  10  6  5  8  5  10  3  100  10  2  3  3  5  7  7
9  2  9  5  6  5  2  5  10  100  8  2  7  4  2  4
10  5  10  2  4  9  4  8  2  8  100  7  6  2  5  10
11  5  10  5  4  10  3  6  3  2  7  100  10  9  6  5
12  6  10  4  10  3  4  3  3  7  6  10  100  3  10  6
13  9  4  10  2  2  4  9  5  4  2  9  3  100  4  4
14  4  3  9  2  6  8  7  7  2  5  6  10  4  100  6
15  3  5  5  7  4  8  9  7  4  10  5  6  4  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  100  4  100  100  100  100  100  100  9  100  10  100  3
2  8  100  8  9  100  100  100  10  100  100  100  100  100  100  100
3  100  8  100  2  100  10  100  100  100  100  100  100  100  100  100
4  4  9  2  100  7  100  100  100  100  100  100  100  100  100  5
5  100  100  100  7  100  9  100  100  5  100  100  100  4  10  100
6  100  100  10  100  9  100  4  100  100  100  100  100  2  9  100
7  100  100  100  100  100  4  100  10  100  100  100  100  100  100  100
8  100  10  100  100  100  100  10  100  6  100  100  6  100  9  100
9  100  100  100  100  5  100  100  6  100  4  100  100  100  100  5
10  100  100  100  100  100  100  100  100  4  100  8  6  9  4  100
11  9  100  100  100  100  100  100  100  100  8  100  3  100  4  100
12  100  100  100  100  100  100  100  6  100  6  3  100  8  100  7
13  10  100  100  100  4  2  100  100  100  9  100  8  100  8  100
14  100  100  100  100  10  9  100  9  100  4  4  100  8  100  7
15  3  100  100  5  100  100  100  100  5  100  100  7  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  6  13
3  1  15
4  11  12
5  1  4
6  5  13
7  6  7
8  9  10
9  10  14
10  11  14
11  5  9
12  9  15
13  8  9
14  1  2
;
