param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  8  3  3  4  2  3  4  6  9  6  4  8  4
2  6  100  4  2  4  7  7  9  8  8  7  10  10  9  2
3  8  4  100  7  3  8  4  6  10  7  6  3  4  6  5
4  3  2  7  100  8  9  8  8  8  4  5  8  2  10  5
5  3  4  3  8  100  2  9  3  4  3  8  7  7  9  8
6  4  7  8  9  2  100  5  3  10  10  9  10  10  8  5
7  2  7  4  8  9  5  100  4  10  2  10  9  6  6  9
8  3  9  6  8  3  3  4  100  5  7  6  2  5  6  4
9  4  8  10  8  4  10  10  5  100  2  5  8  9  9  3
10  6  8  7  4  3  10  2  7  2  100  2  10  3  6  10
11  9  7  6  5  8  9  10  6  5  2  100  9  10  5  8
12  6  10  3  8  7  10  9  2  8  10  9  100  9  5  7
13  4  10  4  2  7  10  6  5  9  3  10  9  100  5  7
14  8  9  6  10  9  8  6  6  9  6  5  5  5  100  5
15  4  2  5  5  8  5  9  4  3  10  8  7  7  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  100  100  100  100  100  100  9  100  100  100  100  100  7
2  5  100  9  100  100  100  100  3  100  100  100  100  100  8  100
3  100  9  100  6  100  100  100  100  100  100  100  100  100  100  100
4  100  100  6  100  10  100  100  100  100  100  100  100  100  100  100
5  100  100  100  10  100  3  10  100  100  2  100  100  100  100  100
6  100  100  100  100  3  100  9  100  100  100  100  100  100  100  100
7  100  100  100  100  10  9  100  5  4  100  100  100  100  100  100
8  100  3  100  100  100  100  5  100  5  100  100  100  10  4  2
9  9  100  100  100  100  100  4  5  100  8  100  100  100  100  100
10  100  100  100  100  2  100  100  100  8  100  10  100  100  10  100
11  100  100  100  100  100  100  100  100  100  10  100  2  2  100  100
12  100  100  100  100  100  100  100  100  100  100  2  100  6  100  4
13  100  100  100  100  100  100  100  10  100  100  2  6  100  5  100
14  100  8  100  100  100  100  100  4  100  10  100  100  5  100  10
15  7  100  100  100  100  100  100  2  100  100  100  4  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  1
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  10
2  8  15
3  11  12
4  11  13
5  2  8
6  5  6
7  7  9
8  8  14
9  12  15
10  1  2
11  7  8
12  3  4
13  9  10
14  2  3
;
