param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  3  9  2  4  10  5  4  10  4  9  2  4  7
2  5  100  2  10  8  3  7  4  5  9  6  7  5  9  7
3  3  2  100  3  5  5  9  5  6  7  5  3  2  2  4
4  9  10  3  100  8  3  5  5  2  4  8  6  2  4  2
5  2  8  5  8  100  6  3  9  9  3  9  2  7  3  7
6  4  3  5  3  6  100  6  8  5  4  2  6  7  2  8
7  10  7  9  5  3  6  100  3  10  3  10  7  4  2  10
8  5  4  5  5  9  8  3  100  7  8  4  6  4  4  9
9  4  5  6  2  9  5  10  7  100  8  10  7  7  2  5
10  10  9  7  4  3  4  3  8  8  100  8  2  8  2  2
11  4  6  5  8  9  2  10  4  10  8  100  9  10  7  3
12  9  7  3  6  2  6  7  6  7  2  9  100  6  10  3
13  2  5  2  2  7  7  4  4  7  8  10  6  100  3  5
14  4  9  2  4  3  2  2  4  2  2  7  10  3  100  9
15  7  7  4  2  7  8  10  9  5  2  3  3  5  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  100  100  100  100  7  100  100  7  2  3  4
2  7  100  5  10  5  100  100  9  100  100  100  2  7  6  100
3  100  5  100  9  100  100  100  100  100  100  100  100  100  8  2
4  100  10  9  100  10  100  100  100  100  100  100  100  100  100  100
5  100  5  100  10  100  9  100  100  100  100  100  100  100  100  100
6  100  100  100  100  9  100  9  3  5  100  100  100  100  100  100
7  100  100  100  100  100  9  100  4  100  100  100  100  100  100  100
8  100  9  100  100  100  3  4  100  7  100  100  100  100  100  100
9  7  100  100  100  100  5  100  7  100  10  100  100  7  100  4
10  100  100  100  100  100  100  100  100  10  100  5  2  9  100  100
11  100  100  100  100  100  100  100  100  100  5  100  4  100  100  100
12  7  2  100  100  100  100  100  100  100  2  4  100  4  100  100
13  2  7  100  100  100  100  100  100  7  9  100  4  100  9  100
14  3  6  8  100  100  100  100  100  100  100  100  100  9  100  2
15  4  100  2  100  100  100  100  100  4  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1  1  0
2  .  .  1  0  1  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1  1  0
2  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  13
2  2  12
3  3  15
4  10  12
5  14  15
6  1  14
7  6  8
8  7  8
9  9  15
10  11  12
11  12  13
12  2  3
13  2  5
14  6  9
;
