param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  4  9  6  7  5  10  6  10  5  6  10  9  2  7
2  4  100  7  10  9  5  10  10  2  4  6  8  9  6  3
3  9  7  100  5  10  7  6  6  7  4  10  6  10  7  4
4  6  10  5  100  4  5  6  4  10  5  5  3  3  10  3
5  7  9  10  4  100  4  3  8  2  5  10  10  8  7  3
6  5  5  7  5  4  100  8  3  8  5  8  8  8  7  7
7  10  10  6  6  3  8  100  10  4  5  2  6  7  4  10
8  6  10  6  4  8  3  10  100  8  6  4  10  3  6  5
9  10  2  7  10  2  8  4  8  100  5  2  6  5  9  4
10  5  4  4  5  5  5  5  6  5  100  10  6  8  10  6
11  6  6  10  5  10  8  2  4  2  10  100  2  8  9  2
12  10  8  6  3  10  8  6  10  6  6  2  100  9  2  10
13  9  9  10  3  8  8  7  3  5  8  8  9  100  2  3
14  2  6  7  10  7  7  4  6  9  10  9  2  2  100  9
15  7  3  4  3  3  7  10  5  4  6  2  10  3  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  4  100  100  100  8  100  2  100  100  100  6  100  100  2
2  4  100  3  10  100  100  100  5  100  8  100  100  100  5  100
3  100  3  100  2  7  100  100  6  100  6  100  100  100  100  100
4  100  10  2  100  5  100  100  100  100  100  100  100  100  100  100
5  100  100  7  5  100  5  10  100  100  2  100  100  100  6  100
6  8  100  100  100  5  100  5  100  100  100  8  100  100  100  100
7  100  100  100  100  10  5  100  7  100  7  100  100  100  100  100
8  2  5  6  100  100  100  7  100  2  100  100  100  100  100  100
9  100  100  100  100  100  100  100  2  100  10  100  10  5  6  100
10  100  8  6  100  2  100  7  100  10  100  8  100  100  2  4
11  100  100  100  100  100  8  100  100  100  8  100  10  100  100  100
12  6  100  100  100  100  100  100  100  10  100  10  100  9  100  9
13  100  100  100  100  100  100  100  100  5  100  100  9  100  2  100
14  100  5  100  100  6  100  100  100  6  2  100  100  2  100  10
15  2  100  100  100  100  100  100  100  100  4  100  9  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  1  0  0  0  1  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  1  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  8
2  1  15
3  3  4
4  5  10
5  8  9
6  10  14
7  13  14
8  2  3
9  1  2
10  10  15
11  2  14
12  5  6
13  6  7
14  1  12
;
