param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  3  6  9  3  2  9  2  5  8  5  8  10  2
2  2  100  2  2  8  9  4  7  10  9  3  2  6  7  9
3  3  2  100  2  7  3  6  7  9  9  3  8  4  10  3
4  6  2  2  100  10  9  5  3  3  5  9  4  4  4  9
5  9  8  7  10  100  10  5  10  6  8  7  5  7  4  2
6  3  9  3  9  10  100  10  7  9  7  2  7  10  9  4
7  2  4  6  5  5  10  100  8  4  3  10  8  4  4  3
8  9  7  7  3  10  7  8  100  5  8  6  4  9  7  9
9  2  10  9  3  6  9  4  5  100  7  3  5  7  3  5
10  5  9  9  5  8  7  3  8  7  100  2  5  3  10  9
11  8  3  3  9  7  2  10  6  3  2  100  4  2  5  7
12  5  2  8  4  5  7  8  4  5  5  4  100  6  10  10
13  8  6  4  4  7  10  4  9  7  3  2  6  100  4  3
14  10  7  10  4  4  9  4  7  3  10  5  10  4  100  8
15  2  9  3  9  2  4  3  9  5  9  7  10  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  8  100  8  100  100  100  100  4  6  100  100  4  8
2  6  100  6  100  100  100  100  3  100  100  100  100  100  3  100
3  8  6  100  3  100  100  100  100  100  100  3  100  100  100  100
4  100  100  3  100  10  100  100  100  100  100  100  100  100  4  7
5  8  100  100  10  100  3  100  100  4  100  100  100  7  100  100
6  100  100  100  100  3  100  8  100  100  100  100  8  100  100  9
7  100  100  100  100  100  8  100  4  100  100  100  100  100  100  100
8  100  3  100  100  100  100  4  100  6  3  100  9  100  100  100
9  100  100  100  100  4  100  100  6  100  7  5  100  100  100  100
10  4  100  100  100  100  100  100  3  7  100  8  100  100  100  100
11  6  100  3  100  100  100  100  100  5  8  100  5  100  100  100
12  100  100  100  100  100  8  100  9  100  100  5  100  8  100  100
13  100  100  100  100  7  100  100  100  100  100  100  8  100  2  100
14  4  3  100  4  100  100  100  100  100  100  100  100  2  100  10
15  8  100  100  7  100  9  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  0  0  0  0  0  1  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  1  1
5  .  .  .  .  .  1  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  1  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  13  14
2  2  8
3  2  14
4  3  4
5  3  11
6  5  6
7  8  10
8  1  10
9  4  14
10  5  9
11  7  8
12  9  11
13  11  12
14  4  15
;
