param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  5  9  6  9  5  4  9  2  7  8  3  9  2
2  9  100  4  8  3  3  4  6  8  2  3  10  10  6  7
3  5  4  100  10  6  8  5  6  4  8  2  10  3  3  5
4  9  8  10  100  9  4  5  9  5  6  2  3  6  3  8
5  6  3  6  9  100  2  7  7  9  3  7  8  4  5  2
6  9  3  8  4  2  100  7  4  9  8  9  9  5  8  8
7  5  4  5  5  7  7  100  3  3  6  2  6  2  2  5
8  4  6  6  9  7  4  3  100  2  5  10  5  6  5  10
9  9  8  4  5  9  9  3  2  100  10  7  10  8  3  10
10  2  2  8  6  3  8  6  5  10  100  8  5  3  10  9
11  7  3  2  2  7  9  2  10  7  8  100  9  5  6  4
12  8  10  10  3  8  9  6  5  10  5  9  100  10  9  6
13  3  10  3  6  4  5  2  6  8  3  5  10  100  6  9
14  9  6  3  3  5  8  2  5  3  10  6  9  6  100  6
15  2  7  5  8  2  8  5  10  10  9  4  6  9  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  100  100  100  100  100  8  100  100  100  100  10  100  5
2  6  100  3  100  100  100  100  3  100  100  5  100  100  8  100
3  100  3  100  5  100  100  100  100  100  100  100  8  100  100  100
4  100  100  5  100  9  100  100  100  100  100  100  100  100  100  5
5  100  100  100  9  100  5  100  100  100  100  5  100  100  100  100
6  100  100  100  100  5  100  10  100  100  100  100  100  100  100  100
7  100  100  100  100  100  10  100  5  100  100  6  2  100  6  100
8  8  3  100  100  100  100  5  100  4  100  100  100  100  100  100
9  100  100  100  100  100  100  100  4  100  8  100  100  100  100  6
10  100  100  100  100  100  100  100  100  8  100  3  100  100  100  100
11  100  5  100  100  5  100  6  100  100  3  100  8  100  100  100
12  100  100  8  100  100  100  2  100  100  100  8  100  2  10  8
13  10  100  100  100  100  100  100  100  100  100  100  2  100  4  100
14  100  8  100  100  100  100  6  100  100  100  100  10  4  100  3
15  5  100  100  5  100  100  100  100  6  100  100  8  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  1  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  1  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  7  12
2  12  13
3  2  3
4  2  8
5  10  11
6  14  15
7  8  9
8  13  14
9  1  15
10  2  11
11  3  4
12  4  15
13  5  6
14  5  11
;
