param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  5  10  7  2  4  4  5  8  3  9  5  2  7
2  7  100  4  10  3  4  7  4  7  3  9  3  5  4  2
3  5  4  100  8  8  8  6  6  3  5  5  4  2  5  4
4  10  10  8  100  2  3  2  7  3  5  8  6  5  5  2
5  7  3  8  2  100  5  3  9  9  3  5  4  7  10  10
6  2  4  8  3  5  100  10  3  5  9  2  8  3  8  2
7  4  7  6  2  3  10  100  8  8  6  2  5  5  4  3
8  4  4  6  7  9  3  8  100  3  2  8  7  10  5  2
9  5  7  3  3  9  5  8  3  100  3  6  7  7  3  3
10  8  3  5  5  3  9  6  2  3  100  4  2  7  6  6
11  3  9  5  8  5  2  2  8  6  4  100  9  9  5  10
12  9  3  4  6  4  8  5  7  7  2  9  100  10  9  8
13  5  5  2  5  7  3  5  10  7  7  9  10  100  4  3
14  2  4  5  5  10  8  4  5  3  6  5  9  4  100  9
15  7  2  4  2  10  2  3  2  3  6  10  8  3  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  100  100  100  100  100  100  100  100  100  100  100  100  4
2  10  100  6  100  100  100  100  100  6  100  100  100  100  100  100
3  100  6  100  2  10  100  100  2  100  100  100  100  100  100  100
4  100  100  2  100  9  100  100  100  100  100  100  100  9  100  100
5  100  100  10  9  100  7  7  100  6  100  3  100  100  100  100
6  100  100  100  100  7  100  2  100  100  100  100  100  3  3  100
7  100  100  100  100  7  2  100  8  100  100  100  100  4  100  6
8  100  100  2  100  100  100  8  100  7  100  100  100  100  100  7
9  100  6  100  100  6  100  100  7  100  4  100  100  100  100  100
10  100  100  100  100  100  100  100  100  4  100  8  100  100  100  100
11  100  100  100  100  3  100  100  100  100  8  100  2  2  100  10
12  100  100  100  100  100  100  100  100  100  100  2  100  8  100  100
13  100  100  100  9  100  3  4  100  100  100  2  8  100  6  100
14  100  100  100  100  100  3  100  100  100  100  100  100  6  100  7
15  4  100  100  100  100  100  6  7  100  100  10  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  3  8
3  6  7
4  11  12
5  11  13
6  5  11
7  6  13
8  6  14
9  1  15
10  9  10
11  2  3
12  2  9
13  5  9
14  7  15
;
