param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  8  8  3  5  2  4  7  7  8  6  7  4  8
2  3  100  7  9  9  10  3  8  3  2  4  3  6  7  4
3  8  7  100  10  9  6  7  10  10  6  4  10  6  7  4
4  8  9  10  100  8  10  9  5  7  6  2  5  8  10  7
5  3  9  9  8  100  3  10  9  7  4  9  10  6  4  5
6  5  10  6  10  3  100  2  10  2  6  4  3  10  9  10
7  2  3  7  9  10  2  100  2  8  2  5  5  2  7  8
8  4  8  10  5  9  10  2  100  10  2  4  2  5  3  3
9  7  3  10  7  7  2  8  10  100  6  5  3  6  6  5
10  7  2  6  6  4  6  2  2  6  100  3  8  2  7  7
11  8  4  4  2  9  4  5  4  5  3  100  5  2  4  3
12  6  3  10  5  10  3  5  2  3  8  5  100  3  3  7
13  7  6  6  8  6  10  2  5  6  2  2  3  100  4  5
14  4  7  7  10  4  9  7  3  6  7  4  3  4  100  8
15  8  4  4  7  5  10  8  3  5  7  3  7  5  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  100  100  100  100  100  7  10  100  100  100  6  100  6
2  2  100  8  100  100  100  100  100  100  100  100  100  100  100  100
3  100  8  100  2  100  100  100  100  100  100  100  6  100  100  100
4  100  100  2  100  10  100  100  100  3  100  100  100  100  100  100
5  100  100  100  10  100  6  100  100  100  100  100  100  100  100  2
6  100  100  100  100  6  100  10  9  100  100  100  100  100  100  100
7  100  100  100  100  100  10  100  8  100  100  100  100  100  100  100
8  7  100  100  100  100  9  8  100  7  100  100  100  2  7  100
9  10  100  100  3  100  100  100  7  100  3  100  100  6  8  100
10  100  100  100  100  100  100  100  100  3  100  6  100  3  100  100
11  100  100  100  100  100  100  100  100  100  6  100  5  100  5  9
12  100  100  6  100  100  100  100  100  100  100  5  100  8  9  100
13  6  100  100  100  100  100  100  2  6  3  100  8  100  4  100
14  100  100  100  100  100  100  100  7  8  100  5  9  4  100  6
15  6  100  100  100  2  100  100  100  100  100  9  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  1  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  3  4
3  5  15
4  8  13
5  4  9
6  9  10
7  10  13
8  13  14
9  11  12
10  11  14
11  1  13
12  1  15
13  5  6
14  7  8
;
