param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  8  10  4  10  3  9  6  8  7  10  3  7  8
2  7  100  10  4  9  5  10  6  6  7  2  4  9  5  6
3  8  10  100  5  6  4  2  9  5  9  10  9  4  2  6
4  10  4  5  100  5  4  3  7  9  5  2  4  8  7  3
5  4  9  6  5  100  4  6  5  10  9  10  9  2  8  9
6  10  5  4  4  4  100  2  6  7  2  3  3  3  6  7
7  3  10  2  3  6  2  100  5  3  2  6  9  2  2  10
8  9  6  9  7  5  6  5  100  6  3  3  7  4  6  8
9  6  6  5  9  10  7  3  6  100  5  3  4  2  4  5
10  8  7  9  5  9  2  2  3  5  100  10  2  7  4  7
11  7  2  10  2  10  3  6  3  3  10  100  7  9  8  6
12  10  4  9  4  9  3  9  7  4  2  7  100  4  10  10
13  3  9  4  8  2  3  2  4  2  7  9  4  100  8  6
14  7  5  2  7  8  6  2  6  4  4  8  10  8  100  6
15  8  6  6  3  9  7  10  8  5  7  6  10  6  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  100  100  100  100  100  100  100  100  100  8  100  3  4
2  3  100  5  100  4  100  2  100  7  100  100  10  100  100  100
3  100  5  100  2  100  6  100  100  100  100  100  100  100  100  100
4  100  100  2  100  6  10  100  6  100  7  100  9  100  100  100
5  100  4  100  6  100  9  100  100  100  100  100  100  10  2  100
6  100  100  6  10  9  100  8  100  100  100  100  100  100  100  10
7  100  2  100  100  100  8  100  5  100  100  100  100  100  100  100
8  100  100  100  6  100  100  5  100  2  100  100  100  100  100  100
9  100  7  100  100  100  100  100  2  100  4  4  100  100  100  100
10  100  100  100  7  100  100  100  100  4  100  2  4  8  100  100
11  100  100  100  100  100  100  100  100  4  2  100  7  100  100  100
12  8  10  100  9  100  100  100  100  100  4  7  100  6  100  4
13  100  100  100  100  10  100  100  100  100  8  100  6  100  8  100
14  3  100  100  100  2  100  100  100  100  100  100  100  8  100  2
15  4  100  100  100  100  10  100  100  100  100  100  4  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  7
2  3  4
3  5  14
4  8  9
5  10  11
6  14  15
7  1  2
8  1  14
9  9  10
10  10  12
11  12  15
12  2  3
13  3  6
14  12  13
;
