param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  2  9  8  2  7  6  3  2  9  10  5  4  10
2  7  100  3  5  5  8  10  2  4  10  7  2  4  4  10
3  2  3  100  5  2  10  4  3  6  6  8  9  10  5  4
4  9  5  5  100  7  4  5  2  8  10  10  5  7  9  3
5  8  5  2  7  100  10  2  10  3  10  8  3  10  5  6
6  2  8  10  4  10  100  9  6  7  4  7  2  3  6  10
7  7  10  4  5  2  9  100  3  4  9  3  8  3  2  9
8  6  2  3  2  10  6  3  100  5  10  7  10  7  6  6
9  3  4  6  8  3  7  4  5  100  9  3  10  2  9  5
10  2  10  6  10  10  4  9  10  9  100  2  4  8  2  2
11  9  7  8  10  8  7  3  7  3  2  100  4  7  5  4
12  10  2  9  5  3  2  8  10  10  4  4  100  8  6  10
13  5  4  10  7  10  3  3  7  2  8  7  8  100  8  8
14  4  4  5  9  5  6  2  6  9  2  5  6  8  100  5
15  10  10  4  3  6  10  9  6  5  2  4  10  8  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  6  100  9  100  6  100  100  100  100  2  100  100  7
2  6  100  4  100  100  100  100  100  9  100  100  100  100  100  100
3  6  4  100  5  100  100  100  10  100  10  100  100  100  100  100
4  100  100  5  100  3  100  100  100  100  100  100  100  100  100  8
5  9  100  100  3  100  10  8  100  100  100  100  100  100  100  100
6  100  100  100  100  10  100  5  100  100  100  100  100  100  7  100
7  6  100  100  100  8  5  100  5  100  100  100  100  100  100  100
8  100  100  10  100  100  100  5  100  6  100  100  100  100  10  9
9  100  9  100  100  100  100  100  6  100  4  100  100  100  100  100
10  100  100  10  100  100  100  100  100  4  100  6  100  100  100  100
11  100  100  100  100  100  100  100  100  100  6  100  10  100  100  100
12  2  100  100  100  100  100  100  100  100  100  10  100  9  100  100
13  100  100  100  100  100  100  100  100  100  100  100  9  100  8  100
14  100  100  100  100  100  7  100  10  100  100  100  100  8  100  8
15  7  100  100  8  100  100  100  9  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  1  0  0  0  0  1  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  12
2  4  5
3  2  3
4  9  10
5  3  4
6  6  7
7  7  8
8  1  2
9  1  7
10  8  9
11  10  11
12  1  15
13  6  14
14  13  14
;
