param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  8  4  6  5  10  4  3  10  6  6  7  8  3
2  8  100  9  8  4  5  5  6  9  5  10  5  9  10  2
3  8  9  100  9  5  3  3  7  6  5  2  7  10  2  4
4  4  8  9  100  6  6  4  3  3  2  3  10  7  8  7
5  6  4  5  6  100  5  10  8  9  4  9  2  9  5  8
6  5  5  3  6  5  100  6  7  5  6  9  5  3  10  8
7  10  5  3  4  10  6  100  3  6  2  10  9  5  5  9
8  4  6  7  3  8  7  3  100  10  2  9  8  10  8  2
9  3  9  6  3  9  5  6  10  100  10  8  8  9  3  4
10  10  5  5  2  4  6  2  2  10  100  3  8  3  5  5
11  6  10  2  3  9  9  10  9  8  3  100  4  7  3  7
12  6  5  7  10  2  5  9  8  8  8  4  100  8  6  5
13  7  9  10  7  9  3  5  10  9  3  7  8  100  8  3
14  8  10  2  8  5  10  5  8  3  5  3  6  8  100  8
15  3  2  4  7  8  8  9  2  4  5  7  5  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  100  100  100  100  100  8  100  100  100  100  100  100  6
2  8  100  2  100  7  100  100  100  100  7  100  100  100  100  100
3  100  2  100  9  9  100  100  100  100  9  100  100  100  5  100
4  100  100  9  100  3  100  100  100  100  100  100  2  100  100  100
5  100  7  9  3  100  7  100  9  7  2  3  10  100  100  100
6  100  100  100  100  7  100  9  100  100  100  100  7  100  9  100
7  100  100  100  100  100  9  100  6  100  100  100  100  100  100  100
8  8  100  100  100  9  100  6  100  8  100  100  100  100  100  100
9  100  100  100  100  7  100  100  8  100  4  100  7  100  100  100
10  100  7  9  100  2  100  100  100  4  100  4  100  100  100  100
11  100  100  100  100  3  100  100  100  100  4  100  2  8  100  100
12  100  100  100  2  10  7  100  100  7  100  2  100  4  100  10
13  100  100  100  100  100  100  100  100  100  100  8  4  100  8  100
14  100  100  5  100  100  9  100  100  100  100  100  100  8  100  8
15  6  100  100  100  100  100  100  100  100  100  100  10  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  1  0  0  0  0  0  0  1
2  .  .  1  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  4  12
3  5  10
4  11  12
5  4  5
6  9  10
7  12  13
8  3  14
9  1  15
10  7  8
11  2  5
12  5  6
13  1  2
14  1  8
;
