param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  6  2  10  7  5  7  2  3  2  9  4  4  7
2  6  100  7  10  2  7  4  10  9  9  4  7  6  4  10
3  6  7  100  2  7  7  7  2  3  10  4  7  5  2  3
4  2  10  2  100  4  9  7  10  3  4  10  2  10  6  5
5  10  2  7  4  100  3  7  2  5  3  6  7  8  3  5
6  7  7  7  9  3  100  4  5  6  10  6  2  8  8  6
7  5  4  7  7  7  4  100  4  7  3  10  8  7  7  4
8  7  10  2  10  2  5  4  100  6  7  7  4  3  2  2
9  2  9  3  3  5  6  7  6  100  10  3  7  3  10  3
10  3  9  10  4  3  10  3  7  10  100  7  7  9  4  6
11  2  4  4  10  6  6  10  7  3  7  100  7  10  5  3
12  9  7  7  2  7  2  8  4  7  7  7  100  2  6  7
13  4  6  5  10  8  8  7  3  3  9  10  2  100  9  3
14  4  4  2  6  3  8  7  2  10  4  5  6  9  100  8
15  7  10  3  5  5  6  4  2  3  6  3  7  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  100  100  100  100  100  100  100  6  100  100  9  100  5
2  6  100  8  100  100  100  2  2  100  100  100  100  100  100  7
3  100  8  100  10  100  100  100  100  100  100  100  100  100  100  100
4  100  100  10  100  5  100  100  100  100  7  100  100  4  100  100
5  100  100  100  5  100  8  100  100  100  100  100  100  100  100  100
6  100  100  100  100  8  100  8  100  100  8  100  100  2  100  100
7  100  2  100  100  100  8  100  10  100  100  2  100  100  100  7
8  100  2  100  100  100  100  10  100  2  100  100  5  100  100  100
9  100  100  100  100  100  100  100  2  100  6  100  100  100  9  6
10  6  100  100  7  100  8  100  100  6  100  7  2  100  100  100
11  100  100  100  100  100  100  2  100  100  7  100  2  100  100  100
12  100  100  100  100  100  100  100  5  100  2  2  100  9  100  100
13  9  100  100  4  100  2  100  100  100  100  100  9  100  4  10
14  100  100  100  100  100  100  100  100  9  100  100  100  4  100  10
15  5  7  100  100  100  100  7  100  6  100  100  100  10  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  1  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  1  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  1  1  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  7
2  2  8
3  6  13
4  7  11
5  8  9
6  10  12
7  11  12
8  4  13
9  13  14
10  1  15
11  4  5
12  1  2
13  4  10
14  2  3
;
