param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  10  10  2  3  2  4  8  8  7  4  2  7  10
2  9  100  9  8  10  3  10  4  7  2  2  10  7  7  8
3  10  9  100  10  10  6  3  8  5  8  7  8  9  4  6
4  10  8  10  100  8  3  5  6  3  3  7  4  4  2  7
5  2  10  10  8  100  8  9  6  2  4  2  2  4  2  8
6  3  3  6  3  8  100  10  2  5  8  2  6  3  8  4
7  2  10  3  5  9  10  100  9  3  4  7  2  6  3  9
8  4  4  8  6  6  2  9  100  3  2  9  10  10  6  5
9  8  7  5  3  2  5  3  3  100  6  4  2  10  9  7
10  8  2  8  3  4  8  4  2  6  100  2  6  4  8  2
11  7  2  7  7  2  2  7  9  4  2  100  10  2  7  6
12  4  10  8  4  2  6  2  10  2  6  10  100  10  2  8
13  2  7  9  4  4  3  6  10  10  4  2  10  100  5  5
14  7  7  4  2  2  8  3  6  9  8  7  2  5  100  5
15  10  8  6  7  8  4  9  5  7  2  6  8  5  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  100  100  100  100  100  100  100  100  100  100  100  3  4
2  5  100  3  100  100  100  100  100  100  100  100  100  3  100  7
3  100  3  100  7  100  100  100  100  100  100  100  100  100  100  100
4  100  100  7  100  9  5  9  100  100  100  100  100  100  100  100
5  100  100  100  9  100  9  3  100  100  100  100  100  100  100  6
6  100  100  100  5  9  100  2  100  6  100  100  100  100  100  100
7  100  100  100  9  3  2  100  8  100  100  100  100  100  100  100
8  100  100  100  100  100  100  8  100  6  100  100  5  100  100  100
9  100  100  100  100  100  6  100  6  100  10  100  100  100  100  2
10  100  100  100  100  100  100  100  100  10  100  5  100  9  100  100
11  100  100  100  100  100  100  100  100  100  5  100  4  100  100  100
12  100  100  100  100  100  100  100  5  100  100  4  100  6  2  100
13  100  3  100  100  100  100  100  100  100  9  100  6  100  7  100
14  3  100  100  100  100  100  100  100  100  100  100  2  7  100  8
15  4  7  100  100  6  100  100  100  2  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  1  1
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  7
2  9  15
3  12  14
4  1  14
5  2  3
6  2  13
7  5  7
8  1  15
9  11  12
10  1  2
11  4  6
12  8  12
13  10  11
14  5  15
;
