param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  2  6  4  8  10  5  4  8  9  7  7  4  8
2  8  100  5  7  5  5  8  4  9  9  3  9  5  8  10
3  2  5  100  9  7  3  5  9  8  10  6  6  4  5  10
4  6  7  9  100  9  8  9  2  7  2  7  8  3  2  9
5  4  5  7  9  100  8  6  2  10  5  6  9  9  5  10
6  8  5  3  8  8  100  6  10  8  6  4  3  8  5  3
7  10  8  5  9  6  6  100  8  6  9  7  9  4  7  9
8  5  4  9  2  2  10  8  100  3  7  6  2  4  9  3
9  4  9  8  7  10  8  6  3  100  2  10  7  10  9  3
10  8  9  10  2  5  6  9  7  2  100  3  3  6  9  4
11  9  3  6  7  6  4  7  6  10  3  100  10  4  10  6
12  7  9  6  8  9  3  9  2  7  3  10  100  3  3  2
13  7  5  4  3  9  8  4  4  10  6  4  3  100  3  3
14  4  8  5  2  5  5  7  9  9  9  10  3  3  100  8
15  8  10  10  9  10  3  9  3  3  4  6  2  3  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  100  100  100  100  100  100  100  9  100  5  100  6  3
2  9  100  9  100  100  100  100  100  100  8  100  100  100  2  100
3  100  9  100  8  100  100  9  7  100  7  100  2  100  100  100
4  100  100  8  100  5  100  100  100  100  100  7  100  100  8  100
5  100  100  100  5  100  3  100  100  100  2  10  9  4  100  100
6  100  100  100  100  3  100  7  100  100  4  100  6  100  100  9
7  100  100  9  100  100  7  100  6  100  100  100  10  100  100  100
8  100  100  7  100  100  100  6  100  4  100  100  100  100  7  100
9  100  100  100  100  100  100  100  4  100  3  100  100  5  10  8
10  9  8  7  100  2  4  100  100  3  100  3  8  8  100  100
11  100  100  100  7  10  100  100  100  100  3  100  3  8  100  8
12  5  100  2  100  9  6  10  100  100  8  3  100  9  100  100
13  100  100  100  100  4  100  100  100  5  8  8  9  100  2  2
14  6  2  100  8  100  100  100  7  10  100  100  100  2  100  9
15  3  100  100  100  100  9  100  100  8  100  8  100  2  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  14
2  3  12
3  5  10
4  13  14
5  13  15
6  1  15
7  5  6
8  9  10
9  10  11
10  11  12
11  5  13
12  8  9
13  4  5
14  7  8
;
