param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  4  7  9  6  3  5  2  3  3  5  10  7  4
2  5  100  6  10  9  10  6  5  10  9  6  7  4  6  8
3  4  6  100  10  9  6  7  2  3  3  9  4  4  6  10
4  7  10  10  100  3  3  4  8  6  7  10  6  9  10  6
5  9  9  9  3  100  8  10  5  4  6  10  2  8  3  4
6  6  10  6  3  8  100  9  9  10  5  7  2  10  5  7
7  3  6  7  4  10  9  100  10  7  6  3  3  10  10  6
8  5  5  2  8  5  9  10  100  4  2  4  7  6  2  3
9  2  10  3  6  4  10  7  4  100  3  2  7  5  5  7
10  3  9  3  7  6  5  6  2  3  100  7  6  10  6  10
11  3  6  9  10  10  7  3  4  2  7  100  5  7  6  3
12  5  7  4  6  2  2  3  7  7  6  5  100  7  6  6
13  10  4  4  9  8  10  10  6  5  10  7  7  100  4  8
14  7  6  6  10  3  5  10  2  5  6  6  6  4  100  2
15  4  8  10  6  4  7  6  3  7  10  3  6  8  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  100  100  100  100  100  3  10  100  10  10  100  10  3
2  10  100  3  100  100  6  100  100  100  100  100  100  4  100  100
3  100  3  100  7  100  100  100  100  100  100  100  100  100  8  8
4  100  100  7  100  3  100  100  100  100  100  100  100  100  100  100
5  100  100  100  3  100  8  9  100  100  100  100  8  100  100  100
6  100  6  100  100  8  100  2  3  100  100  100  100  6  100  5
7  100  100  100  100  9  2  100  5  100  100  100  100  100  9  100
8  3  100  100  100  100  3  5  100  9  100  5  100  6  100  100
9  10  100  100  100  100  100  100  9  100  3  100  100  100  6  100
10  100  100  100  100  100  100  100  100  3  100  3  3  8  100  100
11  10  100  100  100  100  100  100  5  100  3  100  5  9  100  100
12  10  100  100  100  8  100  100  100  100  3  5  100  9  100  100
13  100  4  100  100  100  6  100  6  100  8  9  9  100  5  100
14  10  100  8  100  100  100  9  100  6  100  100  100  5  100  7
15  3  100  8  100  100  5  100  100  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  1
2  .  .  1  0  0  1  0  0  0  0  0  0  1  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  7
2  1  8
3  1  15
4  2  3
5  4  5
6  6  8
7  9  10
8  10  11
9  10  12
10  2  13
11  8  11
12  13  14
13  2  6
14  3  4
;
