param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  2  3  2  4  3  6  3  4  3  8  8  3  8
2  3  100  6  10  7  7  3  10  2  8  6  2  10  9  3
3  2  6  100  9  7  6  2  6  8  9  4  4  6  8  10
4  3  10  9  100  2  8  6  5  5  4  3  7  3  4  9
5  2  7  7  2  100  10  8  3  2  4  6  5  6  9  9
6  4  7  6  8  10  100  4  3  3  9  9  10  8  8  6
7  3  3  2  6  8  4  100  7  5  3  7  9  2  10  7
8  6  10  6  5  3  3  7  100  6  9  4  7  6  2  3
9  3  2  8  5  2  3  5  6  100  7  10  5  4  3  6
10  4  8  9  4  4  9  3  9  7  100  8  2  4  2  7
11  3  6  4  3  6  9  7  4  10  8  100  8  4  5  6
12  8  2  4  7  5  10  9  7  5  2  8  100  7  6  7
13  8  10  6  3  6  8  2  6  4  4  4  7  100  10  5
14  3  9  8  4  9  8  10  2  3  2  5  6  10  100  9
15  8  3  10  9  9  6  7  3  6  7  6  7  5  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  100  100  100  100  100  100  100  2  100  100  100  6  2
2  6  100  10  6  100  7  100  100  100  10  100  100  100  3  100
3  100  10  100  5  100  100  100  7  100  100  5  100  100  100  3
4  100  6  5  100  5  100  100  100  100  100  100  100  5  100  8
5  100  100  100  5  100  4  100  100  100  100  100  100  100  100  100
6  100  7  100  100  4  100  5  100  100  100  100  100  2  100  100
7  100  100  100  100  100  5  100  2  4  7  100  100  100  10  100
8  100  100  7  100  100  100  2  100  3  100  100  10  100  100  8
9  100  100  100  100  100  100  4  3  100  7  100  100  100  10  100
10  2  10  100  100  100  100  7  100  7  100  9  5  100  100  100
11  100  100  5  100  100  100  100  100  100  9  100  9  100  100  100
12  100  100  100  100  100  100  100  10  100  5  9  100  8  100  100
13  100  100  100  5  100  2  100  100  100  100  100  8  100  2  2
14  6  3  100  100  100  100  10  100  10  100  100  100  2  100  9
15  2  100  3  8  100  100  100  8  100  100  100  100  2  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  1  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  10
2  1  15
3  6  13
4  7  8
5  13  14
6  13  15
7  2  14
8  3  15
9  8  9
10  5  6
11  3  4
12  3  11
13  6  7
14  10  12
;
