param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  10  8  6  7  8  4  3  6  10  7  4  6  7
2  7  100  4  3  10  9  5  2  8  3  6  8  4  2  9
3  10  4  100  8  8  5  10  3  3  5  10  5  4  10  5
4  8  3  8  100  6  4  9  8  6  2  6  4  10  2  9
5  6  10  8  6  100  9  8  2  2  6  8  8  5  2  6
6  7  9  5  4  9  100  3  2  6  10  7  3  10  3  2
7  8  5  10  9  8  3  100  5  5  4  4  8  4  5  4
8  4  2  3  8  2  2  5  100  7  2  6  10  8  3  8
9  3  8  3  6  2  6  5  7  100  4  3  9  7  8  7
10  6  3  5  2  6  10  4  2  4  100  3  10  7  3  5
11  10  6  10  6  8  7  4  6  3  3  100  3  8  10  5
12  7  8  5  4  8  3  8  10  9  10  3  100  2  3  4
13  4  4  4  10  5  10  4  8  7  7  8  2  100  6  9
14  6  2  10  2  2  3  5  3  8  3  10  3  6  100  3
15  7  9  5  9  6  2  4  8  7  5  5  4  9  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  100  100  100  100  100  100  100  100  100  100  6  10  5
2  5  100  3  100  100  100  100  100  4  100  100  100  100  100  100
3  100  3  100  3  100  100  100  100  7  100  100  100  100  100  2
4  100  100  3  100  8  100  6  100  100  100  100  100  100  100  100
5  100  100  100  8  100  7  7  5  100  100  100  100  100  7  100
6  100  100  100  100  7  100  4  100  3  100  9  100  7  4  100
7  100  100  100  6  7  4  100  2  100  6  100  100  100  100  100
8  100  100  100  100  5  100  2  100  9  100  100  10  100  100  100
9  100  4  7  100  100  3  100  9  100  4  10  100  100  100  100
10  100  100  100  100  100  100  6  100  4  100  4  100  5  100  5
11  100  100  100  100  100  9  100  100  10  4  100  5  100  6  2
12  100  100  100  100  100  100  100  10  100  100  5  100  5  100  100
13  6  100  100  100  100  7  100  100  100  5  100  5  100  10  100
14  10  100  100  100  7  4  100  100  100  100  6  100  10  100  10
15  5  100  2  100  100  100  100  100  100  5  2  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  1  0  0  0  0  1  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  15
2  7  8
3  11  15
4  2  3
5  3  4
6  6  9
7  2  9
8  6  7
9  6  14
10  9  10
11  1  2
12  5  8
13  10  13
14  11  12
;
