param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  8  6  8  7  7  9  2  5  6  5  8  4  6
2  3  100  10  4  10  9  7  7  4  10  9  10  2  2  9
3  8  10  100  6  4  3  4  4  5  5  10  7  7  2  2
4  6  4  6  100  2  2  2  3  7  5  4  3  8  8  9
5  8  10  4  2  100  4  7  10  6  9  3  7  4  7  3
6  7  9  3  2  4  100  6  5  8  2  10  10  8  7  5
7  7  7  4  2  7  6  100  10  2  8  3  10  7  6  8
8  9  7  4  3  10  5  10  100  7  9  9  8  2  3  7
9  2  4  5  7  6  8  2  7  100  2  5  2  9  9  9
10  5  10  5  5  9  2  8  9  2  100  7  3  3  2  4
11  6  9  10  4  3  10  3  9  5  7  100  3  8  9  5
12  5  10  7  3  7  10  10  8  2  3  3  100  8  9  7
13  8  2  7  8  4  8  7  2  9  3  8  8  100  6  4
14  4  2  2  8  7  7  6  3  9  2  9  9  6  100  3
15  6  9  2  9  3  5  8  7  9  4  5  7  4  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  100  100  100  100  4  100  5  100  100  100  100  6  3
2  8  100  6  100  100  100  100  100  100  100  100  100  100  100  100
3  100  6  100  7  100  7  100  100  100  100  100  5  10  100  100
4  100  100  7  100  10  100  100  3  9  100  100  4  100  7  100
5  100  100  100  10  100  6  100  100  100  100  100  100  100  100  100
6  100  100  7  100  6  100  10  100  100  100  100  100  100  100  100
7  4  100  100  100  100  10  100  8  10  100  100  7  4  100  100
8  100  100  100  3  100  100  8  100  8  5  100  2  8  100  100
9  5  100  100  9  100  100  10  8  100  7  100  100  100  100  100
10  100  100  100  100  100  100  100  5  7  100  10  2  9  100  100
11  100  100  100  100  100  100  100  100  100  10  100  10  100  100  100
12  100  100  5  4  100  100  7  2  100  2  10  100  9  100  100
13  100  100  10  100  100  100  4  8  100  9  100  9  100  10  100
14  6  100  100  7  100  100  100  100  100  100  100  100  10  100  9
15  3  100  100  100  100  100  100  100  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  1  0  1  0  0  0  0  1  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  1  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  1  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  8  12
2  10  12
3  1  15
4  4  8
5  1  7
6  7  13
7  1  9
8  3  12
9  1  14
10  2  3
11  5  6
12  3  6
13  4  14
14  1  2
;
