param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  9  3  10  9  5  9  10  2  5  5  9  6  10
2  2  100  8  10  6  10  8  9  8  8  9  2  9  2  10
3  9  8  100  9  4  10  10  8  5  9  6  5  7  10  5
4  3  10  9  100  10  9  4  4  3  4  5  10  6  4  6
5  10  6  4  10  100  5  5  9  6  10  10  2  7  5  5
6  9  10  10  9  5  100  6  5  4  4  7  9  7  4  8
7  5  8  10  4  5  6  100  5  3  6  7  7  4  7  6
8  9  9  8  4  9  5  5  100  4  6  3  6  10  4  10
9  10  8  5  3  6  4  3  4  100  9  5  5  5  6  7
10  2  8  9  4  10  4  6  6  9  100  8  7  9  2  8
11  5  9  6  5  10  7  7  3  5  8  100  5  9  4  4
12  5  2  5  10  2  9  7  6  5  7  5  100  7  4  9
13  9  9  7  6  7  7  4  10  5  9  9  7  100  4  7
14  6  2  10  4  5  4  7  4  6  2  4  4  4  100  6
15  10  10  5  6  5  8  6  10  7  8  4  9  7  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  100  8  100  7  100  100  100  2  100  8  100  2  2
2  9  100  7  100  3  9  100  100  100  100  100  100  100  100  100
3  100  7  100  7  100  100  100  100  100  100  100  100  100  100  100
4  8  100  7  100  4  10  100  100  100  6  6  100  100  100  100
5  100  3  100  4  100  2  100  2  9  100  100  8  100  100  100
6  7  9  100  10  2  100  10  10  100  7  100  100  100  100  100
7  100  100  100  100  100  10  100  8  100  100  2  100  100  100  100
8  100  100  100  100  2  10  8  100  9  100  100  5  100  100  100
9  100  100  100  100  9  100  100  9  100  6  100  100  8  100  100
10  2  100  100  6  100  7  100  100  6  100  2  100  4  100  100
11  100  100  100  6  100  100  2  100  100  2  100  2  100  100  6
12  8  100  100  100  8  100  100  5  100  100  2  100  3  100  100
13  100  100  100  100  100  100  100  100  8  4  100  3  100  2  100
14  2  100  100  100  100  100  100  100  100  100  100  100  2  100  7
15  2  100  100  100  100  100  100  100  100  100  6  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  1  1
2  .  .  1  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  1  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  10
2  1  14
3  1  15
4  5  6
5  5  8
6  7  11
7  10  11
8  11  12
9  13  14
10  2  5
11  4  5
12  8  12
13  9  10
14  2  3
;
