param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  6  7  6  6  9  3  10  6  8  6  8  2  4
2  6  100  4  3  7  2  5  5  2  2  2  2  5  6  4
3  6  4  100  5  7  3  6  9  6  6  7  5  4  8  2
4  7  3  5  100  7  9  10  6  6  3  8  3  2  3  9
5  6  7  7  7  100  10  7  5  9  8  3  10  6  5  7
6  6  2  3  9  10  100  9  2  3  5  7  10  7  2  6
7  9  5  6  10  7  9  100  4  8  10  4  10  9  2  9
8  3  5  9  6  5  2  4  100  3  2  8  3  9  10  8
9  10  2  6  6  9  3  8  3  100  2  9  6  6  10  4
10  6  2  6  3  8  5  10  2  2  100  6  8  2  10  7
11  8  2  7  8  3  7  4  8  9  6  100  10  9  5  8
12  6  2  5  3  10  10  10  3  6  8  10  100  9  2  8
13  8  5  4  2  6  7  9  9  6  2  9  9  100  10  7
14  2  6  8  3  5  2  2  10  10  10  5  2  10  100  6
15  4  4  2  9  7  6  9  8  4  7  8  8  7  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  100  100  100  100  8  3  100  100  100  100  100  100  7
2  2  100  6  9  100  100  100  100  100  100  100  100  100  100  100
3  100  6  100  9  100  2  3  100  9  100  100  100  100  100  3
4  100  9  9  100  3  4  100  5  100  100  100  10  8  100  100
5  100  100  100  3  100  2  100  100  100  100  100  100  100  100  100
6  100  100  2  4  2  100  6  5  100  100  100  100  100  100  100
7  8  100  3  100  100  6  100  9  100  100  5  100  100  100  100
8  3  100  100  5  100  5  9  100  6  100  100  6  100  8  100
9  100  100  9  100  100  100  100  6  100  10  100  10  100  8  100
10  100  100  100  100  100  100  100  100  10  100  2  100  4  100  100
11  100  100  100  100  100  100  5  100  100  2  100  4  100  100  2
12  100  100  100  10  100  100  100  6  10  100  4  100  5  100  100
13  100  100  100  8  100  100  100  100  100  4  100  5  100  2  100
14  100  100  100  100  100  100  100  8  8  100  100  100  2  100  5
15  7  100  3  100  100  100  100  100  100  100  2  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  1  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  3  6
3  5  6
4  10  11
5  11  15
6  13  14
7  1  8
8  3  7
9  3  15
10  4  5
11  10  13
12  11  12
13  4  8
14  2  3
;
