param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  4  8  7  5  2  5  7  7  8  3  10  2  3  6
2  4  100  6  6  5  3  8  3  8  3  3  3  8  7  6
3  8  6  100  8  9  4  9  3  8  5  5  9  2  8  10
4  7  6  8  100  7  9  3  9  3  8  5  2  7  9  8
5  5  5  9  7  100  8  4  9  3  2  4  2  8  2  5
6  2  3  4  9  8  100  2  7  7  8  3  6  6  5  9
7  5  8  9  3  4  2  100  2  6  3  5  10  4  10  3
8  7  3  3  9  9  7  2  100  3  9  2  6  4  6  7
9  7  8  8  3  3  7  6  3  100  6  9  9  5  2  10
10  8  3  5  8  2  8  3  9  6  100  3  10  4  6  9
11  3  3  5  5  4  3  5  2  9  3  100  6  9  9  5
12  10  3  9  2  2  6  10  6  9  10  6  100  7  7  8
13  2  8  2  7  8  6  4  4  5  4  9  7  100  6  6
14  3  7  8  9  2  5  10  6  2  6  9  7  6  100  2
15  6  6  10  8  5  9  3  7  10  9  5  8  6  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  10  100  100  100  4  100  5  100  100  100  100  100  7
2  3  100  7  100  100  100  7  100  100  100  100  100  100  100  3
3  10  7  100  5  100  100  100  100  100  100  100  100  100  100  100
4  100  100  5  100  9  10  100  100  8  100  10  9  100  100  100
5  100  100  100  9  100  4  100  7  100  100  7  100  100  10  100
6  100  100  100  10  4  100  7  100  100  100  8  100  100  100  100
7  4  7  100  100  100  7  100  9  100  100  100  100  100  100  100
8  100  100  100  100  7  100  9  100  5  100  100  100  2  100  6
9  5  100  100  8  100  100  100  5  100  4  100  2  100  100  100
10  100  100  100  100  100  100  100  100  4  100  4  7  100  100  100
11  100  100  100  10  7  8  100  100  100  4  100  3  100  100  2
12  100  100  100  9  100  100  100  100  2  7  3  100  3  100  100
13  100  100  100  100  100  100  100  2  100  100  100  3  100  7  100
14  100  100  100  100  10  100  100  100  100  100  100  100  7  100  7
15  7  3  100  100  100  100  100  6  100  100  2  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  8  13
2  9  12
3  11  15
4  1  2
5  2  15
6  11  12
7  12  13
8  1  7
9  5  6
10  9  10
11  3  4
12  2  3
13  5  8
14  13  14
;
