param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  10  9  8  7  3  3  3  9  8  10  10  2  4
2  5  100  9  3  6  3  4  4  6  5  5  4  7  5  5
3  10  9  100  4  6  5  9  3  5  9  8  4  8  5  5
4  9  3  4  100  5  2  9  5  7  3  4  10  10  8  4
5  8  6  6  5  100  7  2  7  8  9  5  8  3  4  2
6  7  3  5  2  7  100  5  9  2  3  2  3  2  7  9
7  3  4  9  9  2  5  100  3  10  9  8  9  9  7  10
8  3  4  3  5  7  9  3  100  3  9  8  5  3  8  9
9  3  6  5  7  8  2  10  3  100  4  3  2  7  2  5
10  9  5  9  3  9  3  9  9  4  100  8  9  2  10  5
11  8  5  8  4  5  2  8  8  3  8  100  4  10  9  10
12  10  4  4  10  8  3  9  5  2  9  4  100  6  9  8
13  10  7  8  10  3  2  9  3  7  2  10  6  100  6  9
14  2  5  5  8  4  7  7  8  2  10  9  9  6  100  7
15  4  5  5  4  2  9  10  9  5  5  10  8  9  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  100  100  9  100  5  100  100  100  6  100  100  100  8
2  10  100  2  100  8  100  100  100  100  100  4  100  100  100  100
3  100  2  100  4  100  100  100  100  100  10  100  100  100  100  100
4  100  100  4  100  6  100  4  100  100  100  100  100  100  100  100
5  9  8  100  6  100  3  100  100  100  6  100  100  100  6  100
6  100  100  100  100  3  100  2  100  100  100  100  5  100  100  4
7  5  100  100  4  100  2  100  2  8  100  100  100  100  100  100
8  100  100  100  100  100  100  2  100  4  3  100  100  100  100  100
9  100  100  100  100  100  100  8  4  100  3  100  100  100  100  100
10  100  100  10  100  6  100  100  3  3  100  6  100  100  100  100
11  6  4  100  100  100  100  100  100  100  6  100  5  6  100  100
12  100  100  100  100  100  5  100  100  100  100  5  100  3  100  100
13  100  100  100  100  100  100  100  100  100  100  6  3  100  4  100
14  100  100  100  100  6  100  100  100  100  100  100  100  4  100  7
15  8  100  100  100  100  4  100  100  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  1  0  0  1
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  6  7
3  7  8
4  5  6
5  8  10
6  9  10
7  12  13
8  2  11
9  3  4
10  4  7
11  6  15
12  13  14
13  1  7
14  6  12
;
