param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  9  3  2  10  8  3  10  4  3  3  5  8  8
2  9  100  6  3  8  2  3  3  6  4  4  8  9  10  5
3  9  6  100  4  2  9  5  3  7  10  3  6  9  9  3
4  3  3  4  100  6  4  5  7  4  7  9  6  5  8  2
5  2  8  2  6  100  5  9  9  7  8  9  9  10  2  5
6  10  2  9  4  5  100  6  4  3  3  4  6  3  3  5
7  8  3  5  5  9  6  100  7  3  2  2  2  7  8  2
8  3  3  3  7  9  4  7  100  5  4  2  10  3  10  10
9  10  6  7  4  7  3  3  5  100  4  3  6  5  5  9
10  4  4  10  7  8  3  2  4  4  100  4  5  2  6  4
11  3  4  3  9  9  4  2  2  3  4  100  7  5  2  5
12  3  8  6  6  9  6  2  10  6  5  7  100  5  7  7
13  5  9  9  5  10  3  7  3  5  2  5  5  100  4  2
14  8  10  9  8  2  3  8  10  5  6  2  7  4  100  3
15  8  5  3  2  5  5  2  10  9  4  5  7  2  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  100  100  2  100  100  100  100  100  100  100  2  100  10
2  5  100  4  100  100  100  100  100  100  4  100  100  5  100  100
3  100  4  100  9  100  100  100  100  100  100  100  100  100  100  100
4  100  100  9  100  2  7  100  100  100  100  100  100  100  100  100
5  2  100  100  2  100  4  6  100  100  4  8  100  100  100  100
6  100  100  100  7  4  100  2  9  10  100  100  100  100  100  100
7  100  100  100  100  6  2  100  9  100  100  100  100  100  100  100
8  100  100  100  100  100  9  9  100  6  100  4  100  100  100  100
9  100  100  100  100  100  10  100  6  100  7  100  5  100  100  6
10  100  4  100  100  4  100  100  100  7  100  7  10  100  100  100
11  100  100  100  100  8  100  100  4  100  7  100  2  8  9  100
12  100  100  100  100  100  100  100  100  5  10  2  100  6  7  100
13  2  5  100  100  100  100  100  100  100  100  8  6  100  7  100
14  100  100  100  100  100  100  100  100  100  100  9  7  7  100  7
15  10  100  100  100  100  100  100  100  6  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  1  0  0
2  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  1  0  0
2  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  5
2  1  13
3  4  5
4  6  7
5  11  12
6  2  3
7  2  10
8  5  6
9  5  10
10  8  11
11  9  12
12  9  15
13  12  13
14  9  10
;
