param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  5  4  9  7  3  6  5  7  6  3  4  2  3
2  8  100  9  4  7  6  8  6  8  2  2  10  4  7  2
3  5  9  100  4  5  3  2  9  8  3  8  2  2  9  3
4  4  4  4  100  5  6  10  5  2  7  7  6  6  3  10
5  9  7  5  5  100  8  9  10  3  5  4  6  10  4  2
6  7  6  3  6  8  100  7  9  4  9  7  2  2  10  6
7  3  8  2  10  9  7  100  5  7  10  3  8  5  6  3
8  6  6  9  5  10  9  5  100  2  9  9  9  5  2  10
9  5  8  8  2  3  4  7  2  100  10  2  2  5  2  9
10  7  2  3  7  5  9  10  9  10  100  6  3  9  2  6
11  6  2  8  7  4  7  3  9  2  6  100  8  2  5  10
12  3  10  2  6  6  2  8  9  2  3  8  100  7  9  3
13  4  4  2  6  10  2  5  5  5  9  2  7  100  4  4
14  2  7  9  3  4  10  6  2  2  2  5  9  4  100  2
15  3  2  3  10  2  6  3  10  9  6  10  3  4  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  4  100  100  100  100  100  4  100  100  100  4
2  7  100  9  100  100  100  100  100  100  5  100  100  7  100  100
3  100  9  100  9  2  100  100  8  100  9  8  100  100  4  100
4  100  100  9  100  6  100  100  4  100  100  100  100  100  100  100
5  4  100  2  6  100  9  100  100  100  100  100  100  100  100  100
6  100  100  100  100  9  100  5  100  4  100  10  100  100  100  100
7  100  100  100  100  100  5  100  3  100  100  100  100  6  10  5
8  100  100  8  4  100  100  3  100  2  100  100  100  100  3  100
9  100  100  100  100  100  4  100  2  100  2  100  4  100  100  3
10  100  5  9  100  100  100  100  100  2  100  3  100  100  100  100
11  4  100  8  100  100  10  100  100  100  3  100  4  10  100  8
12  100  100  100  100  100  100  100  100  4  100  4  100  4  100  100
13  100  7  100  100  100  100  6  100  100  100  10  4  100  9  6
14  100  100  4  100  100  100  10  3  100  100  100  100  9  100  7
15  4  100  100  100  100  100  5  100  3  100  8  100  6  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  1  0  0  0  0  0  1  0  0  0  0
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  5
2  8  9
3  9  10
4  7  8
5  8  14
6  9  15
7  10  11
8  1  5
9  1  11
10  4  8
11  6  9
12  9  12
13  12  13
14  2  10
;
