param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  5  6  10  10  8  2  7  5  10  6  10  7  10
2  10  100  6  3  2  7  7  10  4  4  3  10  10  10  10
3  5  6  100  2  4  6  5  6  2  8  8  10  9  2  5
4  6  3  2  100  2  6  2  5  4  2  5  8  7  4  10
5  10  2  4  2  100  7  10  9  4  9  8  10  5  7  3
6  10  7  6  6  7  100  4  4  7  2  10  5  10  9  6
7  8  7  5  2  10  4  100  6  8  7  5  3  9  9  3
8  2  10  6  5  9  4  6  100  10  3  2  9  6  5  5
9  7  4  2  4  4  7  8  10  100  4  7  10  5  9  3
10  5  4  8  2  9  2  7  3  4  100  7  10  4  8  8
11  10  3  8  5  8  10  5  2  7  7  100  3  8  6  4
12  6  10  10  8  10  5  3  9  10  10  3  100  10  4  8
13  10  10  9  7  5  10  9  6  5  4  8  10  100  5  10
14  7  10  2  4  7  9  9  5  9  8  6  4  5  100  8
15  10  10  5  10  3  6  3  5  3  8  4  8  10  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  100  100  100  7  100  4  100  100  100  100  100  100  3
2  10  100  7  100  100  4  100  100  100  3  100  100  100  100  100
3  100  7  100  9  100  100  100  100  100  2  100  100  100  100  100
4  100  100  9  100  4  100  100  100  10  5  2  100  100  100  100
5  100  100  100  4  100  2  100  5  100  100  100  5  4  100  10
6  7  4  100  100  2  100  8  9  100  100  100  5  100  100  100
7  100  100  100  100  100  8  100  4  100  100  100  100  100  100  100
8  4  100  100  100  5  9  4  100  4  5  100  100  100  100  100
9  100  100  100  10  100  100  100  4  100  3  100  100  100  2  100
10  100  3  2  5  100  100  100  5  3  100  9  100  100  100  100
11  100  100  100  2  100  100  100  100  100  9  100  7  100  9  100
12  100  100  100  100  5  5  100  100  100  100  7  100  4  8  7
13  100  100  100  100  4  100  100  100  100  100  100  4  100  2  7
14  100  100  100  100  100  100  100  100  2  100  9  8  2  100  8
15  3  100  100  100  10  100  100  100  100  100  100  7  7  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  1
2  .  .  0  0  0  1  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  10
2  4  11
3  5  6
4  9  14
5  13  14
6  1  15
7  2  10
8  9  10
9  1  8
10  2  6
11  4  5
12  7  8
13  8  9
14  12  13
;
