param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  7  5  4  2  3  3  4  9  7  2  4  8  8
2  5  100  2  6  8  9  4  5  3  9  3  2  7  9  9
3  7  2  100  10  8  7  4  6  2  8  3  7  7  7  8
4  5  6  10  100  8  3  4  9  4  5  4  3  4  4  6
5  4  8  8  8  100  2  6  9  10  5  9  3  4  5  3
6  2  9  7  3  2  100  3  3  3  2  10  7  10  4  3
7  3  4  4  4  6  3  100  2  7  3  4  9  7  4  2
8  3  5  6  9  9  3  2  100  3  10  6  8  4  10  3
9  4  3  2  4  10  3  7  3  100  8  2  10  2  7  5
10  9  9  8  5  5  2  3  10  8  100  7  10  9  10  6
11  7  3  3  4  9  10  4  6  2  7  100  5  10  3  9
12  2  2  7  3  3  7  9  8  10  10  5  100  5  10  3
13  4  7  7  4  4  10  7  4  2  9  10  5  100  10  10
14  8  9  7  4  5  4  4  10  7  10  3  10  10  100  5
15  8  9  8  6  3  3  2  3  5  6  9  3  10  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  4  3  7  100  100  100  100  100  100  4  4
2  7  100  6  100  4  100  100  100  100  100  100  100  100  100  100
3  100  6  100  5  100  100  3  100  9  100  100  100  100  100  100
4  100  100  5  100  2  100  9  100  100  100  100  8  100  100  100
5  4  4  100  2  100  3  100  100  100  100  6  100  100  100  8
6  3  100  100  100  3  100  2  100  100  100  3  100  100  100  100
7  7  100  3  9  100  2  100  5  100  100  100  100  9  100  100
8  100  100  100  100  100  100  5  100  10  100  100  9  100  100  9
9  100  100  9  100  100  100  100  10  100  7  100  100  9  100  8
10  100  100  100  100  100  100  100  100  7  100  10  100  5  100  100
11  100  100  100  100  6  3  100  100  100  10  100  4  100  100  7
12  100  100  100  8  100  100  100  9  100  100  4  100  4  100  8
13  100  100  100  100  100  100  9  100  9  5  100  4  100  9  100
14  4  100  100  100  100  100  100  100  100  100  100  100  9  100  4
15  4  100  100  100  8  100  100  9  8  100  7  8  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  1  0  0  0  0  0  0  0  1  1
2  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  1  0  0  0  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  6  7
3  1  6
4  3  7
5  5  6
6  6  11
7  1  14
8  1  15
9  2  5
10  11  12
11  12  13
12  7  8
13  10  13
14  9  10
;
