param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  9  7  6  7  4  5  4  6  10  3  9  4  2
2  3  100  9  7  9  3  9  5  3  3  6  7  8  10  3
3  9  9  100  4  2  4  8  6  4  3  6  8  2  7  5
4  7  7  4  100  10  4  5  5  7  10  3  10  10  5  3
5  6  9  2  10  100  2  4  3  5  3  5  9  2  7  7
6  7  3  4  4  2  100  2  9  2  6  4  5  9  6  4
7  4  9  8  5  4  2  100  6  6  6  2  5  10  10  6
8  5  5  6  5  3  9  6  100  4  10  6  5  2  9  7
9  4  3  4  7  5  2  6  4  100  10  3  9  9  7  7
10  6  3  3  10  3  6  6  10  10  100  2  10  7  3  8
11  10  6  6  3  5  4  2  6  3  2  100  2  8  4  2
12  3  7  8  10  9  5  5  5  9  10  2  100  2  7  2
13  9  8  2  10  2  9  10  2  9  7  8  2  100  2  5
14  4  10  7  5  7  6  10  9  7  3  4  7  2  100  4
15  2  3  5  3  7  4  6  7  7  8  2  2  5  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  100  100  100  2  100  100  100  100  100  100  7
2  7  100  5  100  100  100  100  100  100  100  100  100  5  100  5
3  100  5  100  8  100  100  100  100  100  100  100  100  100  6  100
4  100  100  8  100  4  9  100  100  100  100  9  3  100  100  100
5  100  100  100  4  100  3  100  10  100  100  10  100  100  100  100
6  100  100  100  9  3  100  7  100  100  2  4  100  100  100  100
7  100  100  100  100  100  7  100  10  100  100  100  100  100  100  7
8  2  100  100  100  10  100  10  100  9  100  100  100  100  100  3
9  100  100  100  100  100  100  100  9  100  7  100  100  100  100  8
10  100  100  100  100  100  2  100  100  7  100  3  100  100  5  10
11  100  100  100  9  10  4  100  100  100  3  100  5  100  100  100
12  100  100  100  3  100  100  100  100  100  100  5  100  3  4  100
13  100  5  100  100  100  100  100  100  100  100  100  3  100  4  100
14  100  100  6  100  100  100  100  100  100  5  100  4  4  100  6
15  7  5  100  100  100  100  7  3  8  10  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  1
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  8
2  6  10
3  4  12
4  5  6
5  8  15
6  10  11
7  12  13
8  4  5
9  12  14
10  2  3
11  2  13
12  2  15
13  6  7
14  9  10
;
