param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  9  6  9  9  7  7  10  3  10  5  5  7  4  4
2  8  100  10  9  6  5  6  2  9  5  7  8  4  8  5  8
3  9  10  100  4  3  6  5  7  7  10  6  3  9  5  3  9
4  6  9  4  100  4  4  3  4  3  4  6  4  9  5  6  7
5  9  6  3  4  100  2  6  2  8  6  6  5  2  3  4  3
6  9  5  6  4  2  100  5  10  10  10  2  4  10  10  7  3
7  7  6  5  3  6  5  100  10  10  5  2  4  8  7  2  3
8  7  2  7  4  2  10  10  100  10  3  2  5  10  10  7  10
9  10  9  7  3  8  10  10  10  100  2  2  8  3  5  7  6
10  3  5  10  4  6  10  5  3  2  100  5  8  8  2  9  4
11  10  7  6  6  6  2  2  2  2  5  100  9  2  3  8  4
12  5  8  3  4  5  4  4  5  8  8  9  100  9  7  6  10
13  5  4  9  9  2  10  8  10  3  8  2  9  100  4  6  7
14  7  8  5  5  3  10  7  10  5  2  3  7  4  100  2  5
15  4  5  3  6  4  7  2  7  7  9  8  6  6  2  100  5
16  4  8  9  7  3  3  3  10  6  4  4  10  7  5  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  6  100  100  100  9  100  100  6  100  2  100  100  100  100  6
2  6  100  2  100  8  100  100  100  8  100  100  100  100  100  100  100
3  100  2  100  4  7  5  100  100  8  100  3  100  100  100  100  100
4  100  100  4  100  6  100  100  100  100  100  100  3  10  100  100  100
5  100  8  7  6  100  10  9  100  100  6  100  100  100  100  8  100
6  9  100  5  100  10  100  5  100  100  100  100  100  2  100  10  100
7  100  100  100  100  9  5  100  10  100  100  100  100  100  100  100  100
8  100  100  100  100  100  100  10  100  2  100  100  100  100  100  3  7
9  6  8  8  100  100  100  100  2  100  8  100  100  100  100  100  100
10  100  100  100  100  6  100  100  100  8  100  5  100  100  100  100  100
11  2  100  3  100  100  100  100  100  100  5  100  7  4  100  100  100
12  100  100  100  3  100  100  100  100  100  100  7  100  5  100  100  100
13  100  100  100  10  100  2  100  100  100  100  4  5  100  5  100  100
14  100  100  100  100  100  100  100  100  100  100  100  100  5  100  10  100
15  100  100  100  100  8  10  100  3  100  100  100  100  100  10  100  5
16  6  100  100  100  100  100  100  7  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  1  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  1  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  2  3
3  6  13
4  8  9
5  3  11
6  4  12
7  8  15
8  3  4
9  11  13
10  3  6
11  6  7
12  10  11
13  13  14
14  15  16
15  1  9
;
