param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  3  7  6  5  9  2  7  5  3  4  4  3  4  5
2  3  100  9  10  9  6  10  4  9  6  6  8  6  6  3  9
3  3  9  100  7  8  5  6  7  3  5  6  3  8  4  2  10
4  7  10  7  100  7  8  4  4  2  2  5  7  8  2  10  5
5  6  9  8  7  100  7  5  5  4  2  3  10  3  6  5  3
6  5  6  5  8  7  100  4  6  3  8  5  10  5  5  8  2
7  9  10  6  4  5  4  100  9  10  5  7  10  9  8  3  2
8  2  4  7  4  5  6  9  100  7  4  3  3  10  6  4  6
9  7  9  3  2  4  3  10  7  100  4  4  10  8  2  6  2
10  5  6  5  2  2  8  5  4  4  100  4  10  9  4  7  6
11  3  6  6  5  3  5  7  3  4  4  100  10  4  6  9  7
12  4  8  3  7  10  10  10  3  10  10  10  100  6  5  2  2
13  4  6  8  8  3  5  9  10  8  9  4  6  100  7  7  6
14  3  6  4  2  6  5  8  6  2  4  6  5  7  100  8  2
15  4  3  2  10  5  8  3  4  6  7  9  2  7  8  100  7
16  5  9  10  5  3  2  2  6  2  6  7  2  6  2  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  100  100  100  100  100  10  100  100  100  9  100  100  100  8
2  4  100  10  100  100  100  10  100  100  100  100  3  100  100  100  5
3  100  10  100  3  100  100  4  100  100  100  100  10  100  100  100  100
4  100  100  3  100  4  100  6  100  100  100  6  100  100  100  7  100
5  100  100  100  4  100  6  3  100  100  7  100  100  100  100  100  100
6  100  100  100  100  6  100  8  100  100  8  100  2  100  100  100  100
7  100  10  4  6  3  8  100  6  100  100  100  100  100  100  100  100
8  10  100  100  100  100  100  6  100  5  100  100  100  9  100  100  100
9  100  100  100  100  100  100  100  5  100  5  100  100  100  100  100  100
10  100  100  100  100  7  8  100  100  5  100  7  9  8  3  100  100
11  100  100  100  6  100  100  100  100  100  7  100  5  9  100  100  100
12  9  3  10  100  100  2  100  100  100  9  5  100  9  100  100  100
13  100  100  100  100  100  100  100  9  100  8  9  9  100  4  100  100
14  100  100  100  100  100  100  100  100  100  3  100  100  4  100  8  6
15  100  100  100  7  100  100  100  100  100  100  100  100  100  8  100  10
16  8  5  100  100  100  100  100  100  100  100  100  100  100  6  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0  1
3  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0  0  1  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  12
2  2  12
3  3  4
4  5  7
5  10  14
6  1  2
7  3  7
8  13  14
9  2  16
10  8  9
11  9  10
12  11  12
13  4  11
14  7  8
15  4  15
;
