param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  2  2  9  6  2  10  5  9  6  10  8  8  9  4
2  9  100  4  10  2  2  7  3  8  7  6  6  7  7  2  3
3  2  4  100  6  6  10  7  3  8  10  8  4  3  4  8  9
4  2  10  6  100  10  2  7  2  8  9  9  10  4  3  9  9
5  9  2  6  10  100  3  2  9  7  2  9  9  3  2  10  2
6  6  2  10  2  3  100  7  5  7  9  7  8  4  9  5  5
7  2  7  7  7  2  7  100  2  10  8  10  9  8  3  7  8
8  10  3  3  2  9  5  2  100  2  8  9  4  4  4  3  6
9  5  8  8  8  7  7  10  2  100  10  2  5  5  8  10  7
10  9  7  10  9  2  9  8  8  10  100  8  2  2  3  3  2
11  6  6  8  9  9  7  10  9  2  8  100  7  2  2  9  9
12  10  6  4  10  9  8  9  4  5  2  7  100  10  7  10  9
13  8  7  3  4  3  4  8  4  5  2  2  10  100  5  2  6
14  8  7  4  3  2  9  3  4  8  3  2  7  5  100  9  8
15  9  2  8  9  10  5  7  3  10  3  9  10  2  9  100  8
16  4  3  9  9  2  5  8  6  7  2  9  9  6  8  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  100  100  6  100  100  100  100  100  100  100  100  100  100  8
2  10  100  6  100  100  4  9  100  6  100  100  100  100  100  100  100
3  100  6  100  5  6  100  100  100  100  100  100  7  100  100  100  100
4  100  100  5  100  3  100  100  3  100  100  100  100  100  100  100  100
5  6  100  6  3  100  3  100  100  100  100  100  100  100  7  100  100
6  100  4  100  100  3  100  2  100  100  100  100  100  100  100  100  100
7  100  9  100  100  100  2  100  9  100  100  100  100  100  100  9  100
8  100  100  100  3  100  100  9  100  7  5  100  100  100  100  100  100
9  100  6  100  100  100  100  100  7  100  9  100  100  100  2  5  100
10  100  100  100  100  100  100  100  5  9  100  7  5  100  100  100  4
11  100  100  100  100  100  100  100  100  100  7  100  8  4  100  100  100
12  100  100  7  100  100  100  100  100  100  5  8  100  3  100  100  100
13  100  100  100  100  100  100  100  100  100  100  4  3  100  9  100  100
14  100  100  100  100  7  100  100  100  2  100  100  100  9  100  8  100
15  100  100  100  100  100  100  9  100  5  100  100  100  100  8  100  8
16  8  100  100  100  100  100  100  100  100  4  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  1  0  0  1  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  1  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  7
2  9  14
3  4  5
4  4  8
5  5  6
6  12  13
7  2  6
8  10  16
9  11  13
10  3  4
11  8  10
12  9  15
13  10  12
14  1  5
15  2  9
;
