param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  2  2  6  6  5  5  8  9  9  9  9  2  10  8
2  8  100  3  9  3  9  10  2  7  5  6  3  4  2  6  3
3  2  3  100  10  5  7  4  7  4  6  6  2  10  7  5  10
4  2  9  10  100  9  9  2  4  5  8  8  9  9  7  6  5
5  6  3  5  9  100  5  3  3  8  2  7  9  8  5  7  6
6  6  9  7  9  5  100  10  5  2  6  6  10  7  7  9  5
7  5  10  4  2  3  10  100  5  4  10  4  4  7  8  5  7
8  5  2  7  4  3  5  5  100  6  5  3  4  4  8  4  6
9  8  7  4  5  8  2  4  6  100  3  5  2  9  7  2  5
10  9  5  6  8  2  6  10  5  3  100  7  5  6  10  10  6
11  9  6  6  8  7  6  4  3  5  7  100  9  5  3  10  4
12  9  3  2  9  9  10  4  4  2  5  9  100  10  6  2  7
13  9  4  10  9  8  7  7  4  9  6  5  10  100  10  3  5
14  2  2  7  7  5  7  8  8  7  10  3  6  10  100  5  3
15  10  6  5  6  7  9  5  4  2  10  10  2  3  5  100  5
16  8  3  10  5  6  5  7  6  5  6  4  7  5  3  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  100  100  3  100  100  100  100  100  100  100  100  100  5  6
2  10  100  2  100  100  7  100  6  100  100  7  100  100  100  100  100
3  100  2  100  7  100  100  6  100  100  100  100  100  4  100  100  100
4  100  100  7  100  6  100  100  100  100  6  100  100  100  100  100  100
5  3  100  100  6  100  3  100  100  100  100  100  100  6  100  4  100
6  100  7  100  100  3  100  8  6  100  100  100  100  100  100  100  9
7  100  100  6  100  100  8  100  7  100  100  3  100  7  6  100  10
8  100  6  100  100  100  6  7  100  8  100  9  100  7  100  100  100
9  100  100  100  100  100  100  100  8  100  7  100  100  100  3  9  100
10  100  100  100  6  100  100  100  100  7  100  7  100  100  100  100  100
11  100  7  100  100  100  100  3  9  100  7  100  5  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  5  100  5  100  100  100
13  100  100  4  100  6  100  7  7  100  100  100  5  100  4  100  100
14  100  100  100  100  100  100  6  100  3  100  100  100  4  100  9  100
15  5  100  100  100  4  100  100  100  9  100  100  100  100  9  100  2
16  6  100  100  100  100  9  10  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  1  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  15  16
3  1  5
4  5  6
5  7  11
6  9  14
7  3  13
8  5  15
9  13  14
10  11  12
11  12  13
12  2  8
13  4  5
14  4  10
15  5  13
;
