param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  9  6  6  3  5  8  8  4  9  3  3  6  10  4
2  10  100  5  4  10  8  2  9  6  3  4  10  2  2  3  10
3  9  5  100  3  10  6  7  3  3  8  7  9  6  4  7  7
4  6  4  3  100  9  2  4  3  10  5  5  8  5  5  10  3
5  6  10  10  9  100  6  10  8  3  2  8  8  7  4  2  5
6  3  8  6  2  6  100  10  7  2  3  3  7  7  10  2  7
7  5  2  7  4  10  10  100  3  3  4  6  7  5  7  8  5
8  8  9  3  3  8  7  3  100  9  2  7  9  2  10  6  6
9  8  6  3  10  3  2  3  9  100  6  9  10  8  2  3  8
10  4  3  8  5  2  3  4  2  6  100  9  5  9  2  9  2
11  9  4  7  5  8  3  6  7  9  9  100  3  5  5  9  10
12  3  10  9  8  8  7  7  9  10  5  3  100  9  7  6  3
13  3  2  6  5  7  7  5  2  8  9  5  9  100  2  5  2
14  6  2  4  5  4  10  7  10  2  2  5  7  2  100  10  8
15  10  3  7  10  2  2  8  6  3  9  9  6  5  10  100  6
16  4  10  7  3  5  7  5  6  8  2  10  3  2  8  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  100  100  100  100  100  100  100  9  100  2  100  100  100  10
2  10  100  6  100  100  9  100  100  100  100  100  3  100  5  7  100
3  100  6  100  8  100  100  100  5  100  4  100  100  100  100  100  100
4  100  100  8  100  4  100  100  100  100  100  100  100  100  100  100  5
5  100  100  100  4  100  5  7  100  7  100  10  100  100  2  100  9
6  100  9  100  100  5  100  7  100  100  100  100  100  100  100  100  100
7  100  100  100  100  7  7  100  6  3  100  100  10  100  100  100  100
8  100  100  5  100  100  100  6  100  9  100  6  100  7  6  100  100
9  100  100  100  100  7  100  3  9  100  6  100  100  100  100  100  6
10  9  100  4  100  100  100  100  100  6  100  10  100  100  100  100  3
11  100  100  100  100  10  100  100  6  100  10  100  5  100  100  8  100
12  2  3  100  100  100  100  10  100  100  100  5  100  4  100  100  100
13  100  100  100  100  100  100  100  7  100  100  100  4  100  5  100  100
14  100  5  100  100  2  100  100  6  100  100  100  100  5  100  2  100
15  100  7  100  100  100  100  100  100  100  100  8  100  100  2  100  2
16  10  100  100  5  9  100  100  100  6  3  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  1  0  1  0  0
3  .  .  .  0  0  0  0  1  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  12
2  5  14
3  14  15
4  15  16
5  2  12
6  7  9
7  10  16
8  3  10
9  4  5
10  12  13
11  2  14
12  3  8
13  5  6
14  11  12
15  7  8
;
