param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  6  3  3  4  8  4  5  6  10  9  4  3  9  2  8
2  6  100  10  2  5  4  8  6  9  6  2  9  7  8  7  5
3  3  10  100  7  6  5  2  6  2  2  6  4  8  2  9  6
4  3  2  7  100  5  9  2  9  2  3  2  9  7  5  4  2
5  4  5  6  5  100  3  4  3  6  3  6  8  7  4  9  5
6  8  4  5  9  3  100  10  5  9  10  8  9  8  5  9  2
7  4  8  2  2  4  10  100  2  10  7  4  2  2  5  4  5
8  5  6  6  9  3  5  2  100  6  9  2  3  6  7  6  8
9  6  9  2  2  6  9  10  6  100  2  10  3  7  7  3  5
10  10  6  2  3  3  10  7  9  2  100  2  6  5  8  2  5
11  9  2  6  2  6  8  4  2  10  2  100  9  2  5  3  8
12  4  9  4  9  8  9  2  3  3  6  9  100  7  3  4  8
13  3  7  8  7  7  8  2  6  7  5  2  7  100  3  9  3
14  9  8  2  5  4  5  5  7  7  8  5  3  3  100  4  8
15  2  7  9  4  9  9  4  6  3  2  3  4  9  4  100  5
16  8  5  6  2  5  2  5  8  5  5  8  8  3  8  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  9  3  8  100  100  100  100  100  100  100  100  3  5  2
2  9  100  10  100  100  4  100  100  100  100  100  100  100  100  100  7
3  9  10  100  9  10  100  100  100  100  100  100  100  100  100  100  6
4  3  100  9  100  3  8  100  100  100  3  100  100  100  100  100  7
5  8  100  10  3  100  9  100  100  9  100  100  100  100  100  8  100
6  100  4  100  8  9  100  9  100  6  100  10  100  100  100  100  100
7  100  100  100  100  100  9  100  5  10  3  100  100  100  100  100  100
8  100  100  100  100  100  100  5  100  5  7  100  100  100  100  100  100
9  100  100  100  100  9  6  10  5  100  6  2  100  100  10  9  100
10  100  100  100  3  100  100  3  7  6  100  7  100  100  4  100  100
11  100  100  100  100  100  10  100  100  2  7  100  4  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  4  100  10  100  100  100
13  100  100  100  100  100  100  100  100  100  100  100  10  100  8  100  100
14  3  100  100  100  100  100  100  100  10  4  100  100  8  100  6  100
15  5  100  100  100  8  100  100  100  9  100  100  100  100  6  100  5
16  2  7  6  7  100  100  100  100  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  1  1  1
2  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  1  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  16
2  9  11
3  1  4
4  1  14
5  4  5
6  4  10
7  7  10
8  2  6
9  11  12
10  1  15
11  7  8
12  8  9
13  3  16
14  6  9
15  13  14
;
