param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  9  10  5  4  10  5  8  2  9  4  2  2  7  10
2  5  100  5  8  10  9  6  7  2  10  4  7  2  10  6  7
3  9  5  100  5  10  10  7  3  8  9  2  5  9  6  7  2
4  10  8  5  100  8  6  10  8  3  4  7  3  2  6  10  10
5  5  10  10  8  100  5  9  6  10  6  4  6  8  10  3  7
6  4  9  10  6  5  100  4  2  3  2  10  9  3  3  2  10
7  10  6  7  10  9  4  100  10  5  3  6  9  9  3  7  3
8  5  7  3  8  6  2  10  100  6  10  3  8  3  10  6  4
9  8  2  8  3  10  3  5  6  100  7  4  7  5  6  7  3
10  2  10  9  4  6  2  3  10  7  100  3  4  7  5  7  9
11  9  4  2  7  4  10  6  3  4  3  100  5  7  2  4  6
12  4  7  5  3  6  9  9  8  7  4  5  100  6  5  7  9
13  2  2  9  2  8  3  9  3  5  7  7  6  100  9  2  6
14  2  10  6  6  10  3  3  10  6  5  2  5  9  100  7  2
15  7  6  7  10  3  2  7  6  7  7  4  7  2  7  100  2
16  10  7  2  10  7  10  3  4  3  9  6  9  6  2  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  7  100  100  100  100  3  100  100  100  100  100  100  3  4  10
2  7  100  8  100  100  100  100  100  100  100  100  100  100  100  10  100
3  100  8  100  4  100  100  100  4  100  100  100  100  100  6  9  100
4  100  100  4  100  3  100  100  100  100  100  100  100  100  9  100  100
5  100  100  100  3  100  10  10  100  100  8  100  7  100  9  100  9
6  100  100  100  100  10  100  4  100  100  100  100  100  100  100  100  100
7  3  100  100  100  10  4  100  6  100  100  10  100  100  100  100  100
8  100  100  4  100  100  100  6  100  3  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  3  100  7  6  9  100  3  100  100
10  100  100  100  100  8  100  100  100  7  100  2  100  9  9  100  6
11  100  100  100  100  100  100  10  100  6  2  100  6  100  100  4  100
12  100  100  100  100  7  100  100  100  9  100  6  100  9  100  100  4
13  100  100  100  100  100  100  100  100  100  9  100  9  100  4  100  4
14  3  100  6  9  9  100  100  100  3  9  100  100  4  100  2  100
15  4  10  9  100  100  100  100  100  100  100  4  100  100  2  100  5
16  10  100  100  100  9  100  100  100  100  6  100  4  4  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  10  11
2  14  15
3  1  7
4  1  14
5  4  5
6  8  9
7  9  14
8  3  4
9  3  8
10  6  7
11  11  15
12  12  16
13  13  14
14  13  16
15  11  12
;
