param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  3  9  2  5  5  4  9  4  2  5  5  9  8  2
2  4  100  7  7  6  2  9  6  5  6  6  5  2  6  7  5
3  3  7  100  5  5  3  3  3  5  2  6  6  6  2  7  5
4  9  7  5  100  3  5  8  9  2  5  6  4  8  2  10  9
5  2  6  5  3  100  6  10  3  8  5  7  2  9  4  2  10
6  5  2  3  5  6  100  8  8  10  3  5  10  2  8  4  5
7  5  9  3  8  10  8  100  3  6  3  8  7  2  4  4  2
8  4  6  3  9  3  8  3  100  2  7  7  4  7  7  7  10
9  9  5  5  2  8  10  6  2  100  4  2  6  6  9  4  10
10  4  6  2  5  5  3  3  7  4  100  5  8  4  9  6  2
11  2  6  6  6  7  5  8  7  2  5  100  2  4  9  3  9
12  5  5  6  4  2  10  7  4  6  8  2  100  10  9  5  10
13  5  2  6  8  9  2  2  7  6  4  4  10  100  5  6  10
14  9  6  2  2  4  8  4  7  9  9  9  9  5  100  2  6
15  8  7  7  10  2  4  4  7  4  6  3  5  6  2  100  3
16  2  5  5  9  10  5  2  10  10  2  9  10  10  6  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  100  5  2  100  100  100  100  100  100  100  5  100  100  6
2  8  100  9  7  100  100  100  100  100  100  7  2  4  100  100  100
3  100  9  100  6  100  100  4  100  100  100  100  100  100  100  7  100
4  5  7  6  100  7  100  7  100  100  100  100  100  6  100  100  100
5  2  100  100  7  100  10  100  100  100  100  8  7  100  100  100  100
6  100  100  100  100  10  100  3  100  100  100  100  100  100  100  100  100
7  100  100  4  7  100  3  100  5  100  100  100  100  100  100  4  100
8  100  100  100  100  100  100  5  100  5  100  100  8  100  100  100  100
9  100  100  100  100  100  100  100  5  100  3  100  100  100  100  100  100
10  100  100  100  100  100  100  100  100  3  100  10  100  100  100  100  6
11  100  7  100  100  8  100  100  100  100  10  100  10  100  100  100  100
12  100  2  100  100  7  100  100  8  100  100  10  100  6  100  100  100
13  5  4  100  6  100  100  100  100  100  100  100  6  100  8  100  100
14  100  100  100  100  100  100  100  100  100  100  100  100  8  100  2  100
15  100  100  7  100  100  100  4  100  100  100  100  100  100  2  100  6
16  6  100  100  100  100  100  100  100  100  6  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  1  1  0  0  0  0  0  0  0  1  0  0  1
2  .  .  0  0  0  0  0  0  0  0  1  1  1  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  1  1  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  5
2  2  12
3  14  15
4  6  7
5  9  10
6  2  13
7  3  7
8  7  15
9  1  4
10  1  13
11  7  8
12  8  9
13  1  16
14  3  4
15  2  11
;
