param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  10  10  4  5  5  4  9  9  10  6  8  8  8  2
2  10  100  5  5  2  4  5  6  10  10  9  2  5  10  8  2
3  10  5  100  9  4  8  2  5  6  9  3  3  3  9  8  3
4  10  5  9  100  7  6  10  8  4  5  3  3  10  10  5  3
5  4  2  4  7  100  5  9  5  9  4  10  5  8  9  2  7
6  5  4  8  6  5  100  4  2  4  2  8  5  8  7  4  7
7  5  5  2  10  9  4  100  4  10  5  9  4  9  4  9  3
8  4  6  5  8  5  2  4  100  10  10  10  5  3  2  7  6
9  9  10  6  4  9  4  10  10  100  4  5  3  5  2  9  5
10  9  10  9  5  4  2  5  10  4  100  8  3  9  8  4  9
11  10  9  3  3  10  8  9  10  5  8  100  6  3  4  7  9
12  6  2  3  3  5  5  4  5  3  3  6  100  7  6  6  7
13  8  5  3  10  8  8  9  3  5  9  3  7  100  7  5  7
14  8  10  9  10  9  7  4  2  2  8  4  6  7  100  4  10
15  8  8  8  5  2  4  9  7  9  4  7  6  5  4  100  4
16  2  2  3  3  7  7  3  6  5  9  9  7  7  10  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  5  6  5  100  100  100  100  100  100  100  100  100  100  8
2  9  100  6  6  100  7  100  8  100  100  100  100  100  100  100  100
3  5  6  100  6  100  10  100  100  100  10  100  100  100  100  100  8
4  6  6  6  100  4  100  8  100  100  100  100  100  5  100  100  9
5  5  100  100  4  100  3  100  100  100  100  100  100  100  100  7  8
6  100  7  10  100  3  100  5  100  100  100  100  100  100  7  100  5
7  100  100  100  8  100  5  100  10  100  100  100  100  100  100  100  100
8  100  8  100  100  100  100  10  100  8  100  100  100  100  100  100  100
9  100  100  100  100  100  100  100  8  100  8  100  100  100  100  100  8
10  100  100  10  100  100  100  100  100  8  100  4  100  100  3  100  100
11  100  100  100  100  100  100  100  100  100  4  100  7  100  10  3  100
12  100  100  100  100  100  100  100  100  100  100  7  100  8  100  100  100
13  100  100  100  5  100  100  100  100  100  100  100  8  100  3  100  100
14  100  100  100  100  100  7  100  100  100  3  10  100  3  100  5  9
15  100  100  100  100  7  100  100  100  100  100  3  100  100  5  100  3
16  8  100  8  9  8  5  100  100  8  100  100  100  100  9  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  1  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  6
2  10  14
3  11  15
4  13  14
5  15  16
6  4  5
7  10  11
8  1  3
9  1  5
10  4  13
11  6  7
12  2  3
13  11  12
14  2  8
15  8  9
;
