param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  8  8  7  6  4  6  5  8  7  7  2  6  5  10
2  5  100  2  6  8  10  8  6  8  10  3  4  6  8  8  10
3  8  2  100  10  2  9  4  9  9  9  10  8  9  9  6  4
4  8  6  10  100  10  4  8  6  8  6  6  3  6  9  2  3
5  7  8  2  10  100  2  10  3  9  6  9  3  10  4  6  9
6  6  10  9  4  2  100  9  5  7  10  4  7  7  6  5  3
7  4  8  4  8  10  9  100  6  2  8  8  7  2  8  6  8
8  6  6  9  6  3  5  6  100  9  5  9  7  3  4  5  8
9  5  8  9  8  9  7  2  9  100  6  10  4  7  2  10  7
10  8  10  9  6  6  10  8  5  6  100  5  4  7  6  4  2
11  7  3  10  6  9  4  8  9  10  5  100  9  5  3  6  9
12  7  4  8  3  3  7  7  7  4  4  9  100  3  7  10  3
13  2  6  9  6  10  7  2  3  7  7  5  3  100  2  9  7
14  6  8  9  9  4  6  8  4  2  6  3  7  2  100  6  6
15  5  8  6  2  6  5  6  5  10  4  6  10  9  6  100  2
16  10  10  4  3  9  3  8  8  7  2  9  3  7  6  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  9  100  100  100  100  100  100  100  100  3  4  100  100  10
2  8  100  3  100  100  100  100  100  100  5  100  100  100  100  100  100
3  9  3  100  9  4  100  100  100  100  100  100  6  100  100  6  3
4  100  100  9  100  6  100  100  100  100  7  100  100  100  100  100  100
5  100  100  4  6  100  10  100  100  5  100  100  100  6  100  100  100
6  100  100  100  100  10  100  8  100  100  100  100  100  100  100  100  100
7  100  100  100  100  100  8  100  2  100  100  100  100  100  5  100  9
8  100  100  100  100  100  100  2  100  4  100  100  8  100  9  100  100
9  100  100  100  100  5  100  100  4  100  2  100  100  100  5  100  100
10  100  5  100  7  100  100  100  100  2  100  3  100  100  100  3  100
11  100  100  100  100  100  100  100  100  100  3  100  7  5  100  100  100
12  3  100  6  100  100  100  100  8  100  100  7  100  9  4  3  100
13  4  100  100  100  6  100  100  100  100  100  5  9  100  6  100  100
14  100  100  100  100  100  100  5  9  5  100  100  4  6  100  10  100
15  100  100  6  100  100  100  100  100  100  3  100  3  100  10  100  7
16  10  100  3  100  100  100  9  100  100  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0
2  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  7  8
2  9  10
3  1  12
4  2  3
5  3  16
6  10  11
7  10  15
8  12  15
9  1  13
10  3  5
11  8  9
12  12  14
13  2  10
14  4  5
15  6  7
;
