param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  10  7  5  8  2  3  6  5  9  3  3  10  3  2
2  9  100  9  3  9  4  5  3  10  5  3  7  6  3  8  3
3  10  9  100  2  5  3  5  5  5  8  9  5  4  8  2  9
4  7  3  2  100  3  2  10  10  8  10  8  7  7  9  5  6
5  5  9  5  3  100  2  5  4  5  7  7  5  5  2  3  9
6  8  4  3  2  2  100  5  2  2  9  3  6  9  4  6  9
7  2  5  5  10  5  5  100  10  8  8  3  5  3  9  6  8
8  3  3  5  10  4  2  10  100  3  9  7  2  5  10  6  2
9  6  10  5  8  5  2  8  3  100  3  4  4  7  10  8  10
10  5  5  8  10  7  9  8  9  3  100  4  6  6  6  9  3
11  9  3  9  8  7  3  3  7  4  4  100  6  4  6  3  6
12  3  7  5  7  5  6  5  2  4  6  6  100  7  3  3  2
13  3  6  4  7  5  9  3  5  7  6  4  7  100  5  4  5
14  10  3  8  9  2  4  9  10  10  6  6  3  5  100  9  2
15  3  8  2  5  3  6  6  6  8  9  3  3  4  9  100  6
16  2  3  9  6  9  9  8  2  10  3  6  2  5  2  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  100  100  100  100  100  100  100  100  100  100  100  100  100  3
2  10  100  6  100  100  100  8  100  100  100  8  100  100  100  100  100
3  100  6  100  2  100  100  100  100  100  100  100  100  100  100  9  100
4  100  100  2  100  7  100  100  100  100  100  100  100  100  2  100  100
5  100  100  100  7  100  9  100  100  100  100  100  100  8  100  100  2
6  100  100  100  100  9  100  9  100  100  100  100  100  3  4  100  100
7  100  8  100  100  100  9  100  6  100  100  100  100  100  8  100  2
8  100  100  100  100  100  100  6  100  10  100  100  100  100  100  3  5
9  100  100  100  100  100  100  100  10  100  9  7  100  100  100  100  100
10  100  100  100  100  100  100  100  100  9  100  9  100  100  100  100  100
11  100  8  100  100  100  100  100  100  7  9  100  7  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  7  100  4  100  100  3
13  100  100  100  100  8  3  100  100  100  100  100  4  100  2  100  100
14  100  100  100  2  100  4  8  100  100  100  100  100  2  100  2  100
15  100  100  9  100  100  100  100  3  100  100  100  100  100  2  100  8
16  3  100  100  100  2  100  2  5  100  100  100  3  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  4  14
3  5  16
4  7  16
5  13  14
6  14  15
7  1  16
8  6  13
9  8  15
10  12  16
11  12  13
12  2  3
13  9  11
14  11  12
15  9  10
;
