param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  6  6  9  3  2  8  10  4  2  10  2  9  7  9  5
2  6  100  7  9  4  2  5  7  8  9  5  6  2  8  9  2
3  6  7  100  9  8  2  4  4  6  9  8  5  9  4  4  5
4  9  9  9  100  8  2  10  6  7  5  9  6  8  8  2  6
5  3  4  8  8  100  8  7  5  6  8  8  9  2  6  8  8
6  2  2  2  2  8  100  7  7  4  9  8  9  4  2  7  8
7  8  5  4  10  7  7  100  10  6  3  7  6  2  9  8  4
8  10  7  4  6  5  7  10  100  2  2  6  9  8  8  7  9
9  4  8  6  7  6  4  6  2  100  4  6  4  5  8  8  6
10  2  9  9  5  8  9  3  2  4  100  2  4  6  5  10  6
11  10  5  8  9  8  8  7  6  6  2  100  10  2  2  9  10
12  2  6  5  6  9  9  6  9  4  4  10  100  7  7  10  2
13  9  2  9  8  2  4  2  8  5  6  2  7  100  4  3  10
14  7  8  4  8  6  2  9  8  8  5  2  7  4  100  5  7
15  9  9  4  2  8  7  8  7  8  10  9  10  3  5  100  6
16  5  2  5  6  8  8  4  9  6  6  10  2  10  7  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  2  100  100  100  100  7  100  100  7  100  100  100  8  2
2  9  100  8  100  100  100  100  100  100  5  100  10  100  100  100  4
3  2  8  100  3  9  100  100  100  100  100  100  100  3  100  100  3
4  100  100  3  100  4  100  5  100  100  100  5  100  100  100  4  100
5  100  100  9  4  100  2  100  8  100  2  100  100  100  100  6  100
6  100  100  100  100  2  100  9  100  100  100  100  100  100  100  100  100
7  100  100  100  5  100  9  100  9  100  100  100  100  100  10  100  100
8  7  100  100  100  8  100  9  100  7  100  100  9  100  100  100  100
9  100  100  100  100  100  100  100  7  100  10  100  100  100  100  4  100
10  100  5  100  100  2  100  100  100  10  100  8  100  100  100  100  100
11  7  100  100  5  100  100  100  100  100  8  100  10  4  100  100  100
12  100  10  100  100  100  100  100  9  100  100  10  100  7  100  100  5
13  100  100  3  100  100  100  100  100  100  100  4  7  100  9  4  100
14  100  100  100  100  100  100  10  100  100  100  100  100  9  100  6  100
15  8  100  100  4  6  100  100  100  4  100  100  100  4  6  100  7
16  2  4  3  100  100  100  100  100  100  100  100  5  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  1  0  0  0  0  1  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  1  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  3
2  1  16
3  5  6
4  5  10
5  3  4
6  3  13
7  2  16
8  4  5
9  4  15
10  9  15
11  11  13
12  4  7
13  12  16
14  14  15
15  1  8
;
