param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  4  6  6  9  3  4  7  3  5  10  6  3  2  10
2  10  100  7  2  4  10  2  3  2  7  8  5  10  5  2  8
3  4  7  100  7  6  5  7  10  5  4  5  3  8  9  3  6
4  6  2  7  100  3  6  8  6  5  5  3  5  8  5  4  5
5  6  4  6  3  100  3  2  10  4  9  10  8  6  3  7  6
6  9  10  5  6  3  100  6  10  7  6  2  5  7  8  6  6
7  3  2  7  8  2  6  100  5  10  9  3  9  7  4  7  9
8  4  3  10  6  10  10  5  100  6  10  8  3  9  9  5  4
9  7  2  5  5  4  7  10  6  100  10  9  6  9  7  9  2
10  3  7  4  5  9  6  9  10  10  100  9  6  2  9  5  9
11  5  8  5  3  10  2  3  8  9  9  100  3  10  3  2  8
12  10  5  3  5  8  5  9  3  6  6  3  100  3  6  7  4
13  6  10  8  8  6  7  7  9  9  2  10  3  100  4  4  2
14  3  5  9  5  3  8  4  9  7  9  3  6  4  100  6  4
15  2  2  3  4  7  6  7  5  9  5  2  7  4  6  100  3
16  10  8  6  5  6  6  9  4  2  9  8  4  2  4  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  100  4  8  5  100  100  100  100  100  100  100  100  7  9
2  8  100  3  100  10  100  100  100  8  100  8  100  100  100  100  100
3  100  3  100  5  100  100  100  100  100  100  100  100  100  100  100  10
4  4  100  5  100  8  100  100  100  100  100  100  100  100  100  100  2
5  8  10  100  8  100  8  100  100  100  100  100  100  100  100  100  100
6  5  100  100  100  8  100  4  100  100  100  100  100  100  100  4  100
7  100  100  100  100  100  4  100  10  100  4  100  8  9  100  100  100
8  100  100  100  100  100  100  10  100  5  3  100  100  4  100  100  7
9  100  8  100  100  100  100  100  5  100  10  100  100  100  100  100  100
10  100  100  100  100  100  100  4  3  10  100  7  100  100  100  100  100
11  100  8  100  100  100  100  100  100  100  7  100  3  100  100  100  100
12  100  100  100  100  100  100  8  100  100  100  3  100  6  100  100  100
13  100  100  100  100  100  100  9  4  100  100  100  6  100  4  100  100
14  100  100  100  100  100  100  100  100  100  100  100  100  4  100  10  100
15  7  100  100  100  100  4  100  100  100  100  100  100  100  10  100  6
16  9  100  10  2  100  100  100  7  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  1  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  16
2  2  3
3  8  10
4  11  12
5  1  4
6  6  7
7  6  15
8  7  10
9  8  13
10  13  14
11  1  6
12  3  4
13  8  9
14  12  13
15  10  11
;
