param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  7  4  8  2  5  10  4  9  9  6  10  10  7  7
2  5  100  4  9  10  2  4  2  4  6  2  2  3  9  2  3
3  7  4  100  5  4  2  7  6  3  3  6  6  4  4  5  10
4  4  9  5  100  3  3  8  4  3  9  2  8  6  7  2  9
5  8  10  4  3  100  9  8  8  10  4  9  6  3  8  4  7
6  2  2  2  3  9  100  6  9  7  4  2  5  8  10  8  10
7  5  4  7  8  8  6  100  7  5  7  9  5  3  6  7  9
8  10  2  6  4  8  9  7  100  8  9  10  8  8  10  3  6
9  4  4  3  3  10  7  5  8  100  3  4  9  7  6  10  4
10  9  6  3  9  4  4  7  9  3  100  10  9  10  4  7  10
11  9  2  6  2  9  2  9  10  4  10  100  8  4  10  2  5
12  6  2  6  8  6  5  5  8  9  9  8  100  5  3  4  8
13  10  3  4  6  3  8  3  8  7  10  4  5  100  2  4  6
14  10  9  4  7  8  10  6  10  6  4  10  3  2  100  3  2
15  7  2  5  2  4  8  7  3  10  7  2  4  4  3  100  7
16  7  3  10  9  7  10  9  6  4  10  5  8  6  2  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  100  6  100  100  100  100  100  100  100  100  100  100  100  9
2  10  100  9  100  100  100  100  100  100  8  4  100  100  5  100  100
3  100  9  100  7  100  100  100  9  100  100  100  100  100  100  100  100
4  6  100  7  100  7  10  100  100  100  100  100  100  100  100  100  100
5  100  100  100  7  100  5  100  100  4  100  100  100  100  100  9  100
6  100  100  100  10  5  100  5  8  8  100  9  100  100  100  7  100
7  100  100  100  100  100  5  100  6  100  100  100  100  100  100  100  100
8  100  100  9  100  100  8  6  100  5  100  100  100  100  100  100  9
9  100  100  100  100  4  8  100  5  100  4  100  6  100  100  2  100
10  100  8  100  100  100  100  100  100  4  100  9  100  100  100  100  100
11  100  4  100  100  100  9  100  100  100  9  100  8  100  100  9  100
12  100  100  100  100  100  100  100  100  6  100  8  100  8  100  2  100
13  100  100  100  100  100  100  100  100  100  100  100  8  100  8  100  100
14  100  5  100  100  100  100  100  100  100  100  100  100  8  100  8  100
15  100  100  100  100  9  7  100  100  2  100  9  2  100  8  100  5
16  9  100  100  100  100  100  100  9  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  1  1  0  0  1  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  1  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  9  15
2  12  15
3  2  11
4  5  9
5  9  10
6  2  14
7  5  6
8  6  7
9  8  9
10  15  16
11  1  4
12  3  4
13  4  5
14  2  10
15  12  13
;
