param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  3  4  8  7  7  5  7  3  5  10  8  6  4  8
2  2  100  8  10  9  6  5  6  7  5  9  5  8  7  10  4
3  3  8  100  10  5  10  5  3  6  4  6  4  5  6  5  4
4  4  10  10  100  9  6  8  8  7  2  9  3  7  8  8  8
5  8  9  5  9  100  7  5  10  10  3  4  10  6  5  9  5
6  7  6  10  6  7  100  9  9  2  3  2  5  3  10  4  6
7  7  5  5  8  5  9  100  2  9  7  3  2  6  2  6  4
8  5  6  3  8  10  9  2  100  10  8  9  10  2  6  7  10
9  7  7  6  7  10  2  9  10  100  10  7  4  4  4  9  9
10  3  5  4  2  3  3  7  8  10  100  4  8  8  10  5  10
11  5  9  6  9  4  2  3  9  7  4  100  3  2  4  6  10
12  10  5  4  3  10  5  2  10  4  8  3  100  4  6  10  7
13  8  8  5  7  6  3  6  2  4  8  2  4  100  3  9  2
14  6  7  6  8  5  10  2  6  4  10  4  6  3  100  7  2
15  4  10  5  8  9  4  6  7  9  5  6  10  9  7  100  3
16  8  4  4  8  5  6  4  10  9  10  10  7  2  2  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  100  100  100  100  100  100  100  100  100  100  100  8  6  9
2  3  100  4  100  100  100  5  100  100  100  100  100  100  100  100  100
3  100  4  100  7  100  100  100  100  100  2  100  100  100  100  100  100
4  100  100  7  100  2  100  100  100  100  10  100  100  100  100  100  10
5  100  100  100  2  100  5  100  4  8  100  100  100  100  100  100  100
6  100  100  100  100  5  100  4  100  4  100  100  2  100  100  100  100
7  100  5  100  100  100  4  100  6  100  4  100  9  100  100  100  100
8  100  100  100  100  4  100  6  100  2  100  100  100  100  2  100  100
9  100  100  100  100  8  4  100  2  100  7  100  100  100  100  100  4
10  100  100  2  10  100  100  4  100  7  100  3  100  100  5  100  100
11  100  100  100  100  100  100  100  100  100  3  100  10  100  100  100  100
12  100  100  100  100  100  2  9  100  100  100  10  100  10  100  100  100
13  100  100  100  100  100  100  100  100  100  100  100  10  100  6  100  100
14  8  100  100  100  100  100  100  2  100  5  100  100  6  100  10  100
15  6  100  100  100  100  100  100  100  100  100  100  100  100  10  100  9
16  9  100  100  10  100  100  100  100  4  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  1  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  10
2  4  5
3  6  12
4  8  9
5  8  14
6  1  2
7  10  11
8  2  3
9  5  8
10  6  7
11  6  9
12  7  10
13  9  16
14  1  15
15  13  14
;
