param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  4  9  9  5  10  3  10  4  8  8  8  6  9  5
2  5  100  3  2  8  3  3  8  5  10  9  4  8  8  10  10
3  4  3  100  8  3  8  8  7  8  6  4  7  5  8  4  2
4  9  2  8  100  4  9  3  2  3  7  4  5  2  2  5  2
5  9  8  3  4  100  10  5  7  10  2  2  6  6  3  5  7
6  5  3  8  9  10  100  8  6  2  4  9  8  9  3  9  6
7  10  3  8  3  5  8  100  4  5  7  10  3  5  5  5  5
8  3  8  7  2  7  6  4  100  7  4  4  6  5  10  4  6
9  10  5  8  3  10  2  5  7  100  5  9  2  4  7  9  10
10  4  10  6  7  2  4  7  4  5  100  7  7  4  2  9  8
11  8  9  4  4  2  9  10  4  9  7  100  5  2  8  10  9
12  8  4  7  5  6  8  3  6  2  7  5  100  4  7  5  6
13  8  8  5  2  6  9  5  5  4  4  2  4  100  8  4  3
14  6  8  8  2  3  3  5  10  7  2  8  7  8  100  8  7
15  9  10  4  5  5  9  5  4  9  9  10  5  4  8  100  10
16  5  10  2  2  7  6  5  6  10  8  9  6  3  7  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  2  9  100  7  100  100  100  100  100  100  100  100  100  9
2  3  100  10  100  100  8  100  100  100  100  100  8  100  100  100  100
3  2  10  100  9  100  3  100  100  100  100  100  3  100  100  100  100
4  9  100  9  100  4  100  100  100  100  100  100  100  100  100  6  100
5  100  100  100  4  100  8  100  100  8  100  100  100  100  100  100  100
6  7  8  3  100  8  100  2  100  100  5  100  100  7  100  100  100
7  100  100  100  100  100  2  100  9  100  4  100  100  100  100  2  100
8  100  100  100  100  100  100  9  100  5  100  100  100  9  100  100  2
9  100  100  100  100  8  100  100  5  100  10  100  100  100  100  100  100
10  100  100  100  100  100  5  4  100  10  100  4  100  100  100  100  100
11  100  100  100  100  100  100  100  100  100  4  100  7  4  100  100  100
12  100  8  3  100  100  100  100  100  100  100  7  100  5  6  100  100
13  100  100  100  100  100  7  100  9  100  100  4  5  100  7  100  100
14  100  100  100  100  100  100  100  100  100  100  100  6  7  100  8  100
15  100  100  100  6  100  100  2  100  100  100  100  100  100  8  100  10
16  9  100  100  100  100  100  100  2  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  3
2  6  7
3  7  15
4  8  16
5  1  2
6  3  6
7  3  12
8  4  5
9  7  10
10  10  11
11  11  13
12  8  9
13  4  15
14  12  14
15  5  9
;
