param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  10  4  6  2  7  5  4  3  8  6  2  6  9  6  2
2  10  100  2  4  8  8  2  3  6  7  9  6  4  7  3  8
3  4  2  100  8  9  8  7  8  2  9  10  4  9  8  10  10
4  6  4  8  100  4  8  9  5  5  6  9  6  10  9  6  2
5  2  8  9  4  100  10  4  5  9  6  6  6  5  3  6  4
6  7  8  8  8  10  100  6  3  4  2  5  10  9  6  4  9
7  5  2  7  9  4  6  100  7  6  8  7  6  9  2  8  6
8  4  3  8  5  5  3  7  100  9  4  3  9  10  2  5  8
9  3  6  2  5  9  4  6  9  100  2  5  2  4  7  9  6
10  8  7  9  6  6  2  8  4  2  100  9  4  7  10  8  3
11  6  9  10  9  6  5  7  3  5  9  100  2  6  9  5  3
12  2  6  4  6  6  10  6  9  2  4  2  100  8  9  2  9
13  6  4  9  10  5  9  9  10  4  7  6  8  100  4  4  2
14  9  7  8  9  3  6  2  2  7  10  9  9  4  100  7  4
15  6  3  10  6  6  4  8  5  9  8  5  2  4  7  100  3
16  2  8  10  2  4  9  6  8  6  3  3  9  2  4  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  100  100  7  100  100  100  100  100  100  100  100  100  100  10
2  2  100  8  100  100  100  100  100  100  100  100  100  100  100  100  100
3  100  8  100  3  100  100  100  100  100  100  6  100  4  4  100  100
4  100  100  3  100  5  100  100  100  100  100  100  8  100  100  100  100
5  7  100  100  5  100  7  100  3  3  100  100  100  100  100  100  100
6  100  100  100  100  7  100  6  100  7  6  100  100  100  100  4  100
7  100  100  100  100  100  6  100  5  100  100  7  100  6  100  100  100
8  100  100  100  100  3  100  5  100  9  100  100  100  6  100  100  2
9  100  100  100  100  3  7  100  9  100  9  100  100  100  100  3  10
10  100  100  100  100  100  6  100  100  9  100  8  6  100  100  100  100
11  100  100  6  100  100  100  7  100  100  8  100  2  100  100  100  100
12  100  100  100  8  100  100  100  100  100  6  2  100  7  100  100  100
13  100  100  4  100  100  100  6  6  100  100  100  7  100  6  100  100
14  100  100  4  100  100  100  100  100  100  100  100  100  6  100  7  8
15  100  100  100  100  100  4  100  100  3  100  100  100  100  7  100  9
16  10  100  100  100  100  100  100  2  10  100  100  100  100  8  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  1  0  1  1  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  1  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  8  16
3  11  12
4  3  4
5  5  8
6  5  9
7  9  15
8  3  13
9  3  14
10  6  15
11  4  5
12  7  8
13  3  11
14  6  10
15  1  5
;
