param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  8  4  7  10  8  6  8  10  9  6  8  6  8  10
2  3  100  6  6  2  7  10  10  9  10  8  10  2  10  4  9
3  8  6  100  10  2  2  7  3  9  9  5  5  4  8  5  4
4  4  6  10  100  6  10  7  3  2  3  3  3  8  2  3  8
5  7  2  2  6  100  9  6  3  10  9  6  10  2  9  7  9
6  10  7  2  10  9  100  8  2  6  10  9  3  7  5  9  9
7  8  10  7  7  6  8  100  2  8  8  7  9  8  7  4  9
8  6  10  3  3  3  2  2  100  4  3  5  6  9  7  5  5
9  8  9  9  2  10  6  8  4  100  4  7  9  2  3  9  8
10  10  10  9  3  9  10  8  3  4  100  8  8  4  5  6  2
11  9  8  5  3  6  9  7  5  7  8  100  9  6  4  5  5
12  6  10  5  3  10  3  9  6  9  8  9  100  3  7  5  8
13  8  2  4  8  2  7  8  9  2  4  6  3  100  8  5  6
14  6  10  8  2  9  5  7  7  3  5  4  7  8  100  6  6
15  8  4  5  3  7  9  4  5  9  6  5  5  5  6  100  7
16  10  9  4  8  9  9  9  5  8  2  5  8  6  6  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  100  100  100  100  100  2  100  100  100  100  100  5  100  8
2  9  100  7  2  100  5  100  100  100  100  100  100  100  100  100  100
3  100  7  100  5  100  100  100  3  8  2  100  100  100  100  100  100
4  100  2  5  100  3  5  7  100  100  4  100  100  100  100  100  100
5  100  100  100  3  100  6  7  100  8  100  100  100  100  100  100  100
6  100  5  100  5  6  100  2  100  100  100  100  100  100  100  6  100
7  100  100  100  7  7  2  100  9  100  100  100  100  4  100  100  8
8  2  100  3  100  100  100  9  100  10  100  7  100  100  100  100  100
9  100  100  8  100  8  100  100  10  100  7  100  100  100  100  100  100
10  100  100  2  4  100  100  100  100  7  100  4  3  100  100  100  100
11  100  100  100  100  100  100  100  7  100  4  100  10  100  6  100  100
12  100  100  100  100  100  100  100  100  100  3  10  100  5  100  2  100
13  100  100  100  100  100  100  4  100  100  100  100  5  100  2  9  100
14  5  100  100  100  100  100  100  100  100  100  6  100  2  100  7  100
15  100  100  100  100  100  6  100  100  100  100  100  2  9  7  100  8
16  8  100  100  100  100  100  8  100  100  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  1  0  1
2  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  8
2  2  4
3  3  10
4  6  7
5  12  15
6  13  14
7  3  8
8  4  5
9  10  12
10  4  10
11  7  13
12  10  11
13  1  14
14  9  10
15  1  16
;
