param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  10  3  6  2  9  4  7  5  10  10  6  5  2  3
2  3  100  8  5  9  4  8  6  10  9  4  4  4  10  2  4
3  10  8  100  5  10  5  6  6  3  9  6  6  9  9  6  4
4  3  5  5  100  2  2  9  4  9  10  9  7  9  9  8  8
5  6  9  10  2  100  10  4  6  9  6  6  6  4  5  7  5
6  2  4  5  2  10  100  10  7  6  2  10  9  3  8  3  8
7  9  8  6  9  4  10  100  4  3  8  8  8  8  9  9  4
8  4  6  6  4  6  7  4  100  2  4  6  10  3  7  10  7
9  7  10  3  9  9  6  3  2  100  8  2  7  5  7  2  4
10  5  9  9  10  6  2  8  4  8  100  5  7  8  10  5  7
11  10  4  6  9  6  10  8  6  2  5  100  5  6  10  10  9
12  10  4  6  7  6  9  8  10  7  7  5  100  8  4  5  5
13  6  4  9  9  4  3  8  3  5  8  6  8  100  5  5  4
14  5  10  9  9  5  8  9  7  7  10  10  4  5  100  8  7
15  2  2  6  8  7  3  9  10  2  5  10  5  5  8  100  7
16  3  4  4  8  5  8  4  7  4  7  9  5  4  7  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  100  100  100  100  100  100  7  8  100  100  100  100  10  2
2  2  100  4  100  100  100  100  100  100  8  100  100  100  100  100  100
3  100  4  100  6  100  100  7  100  100  100  100  100  100  100  100  100
4  100  100  6  100  2  100  100  100  5  8  100  100  100  100  100  100
5  100  100  100  2  100  9  100  100  100  6  4  100  100  8  6  100
6  100  100  100  100  9  100  7  2  100  100  100  100  100  100  100  100
7  100  100  7  100  100  7  100  2  100  10  5  2  100  100  100  100
8  100  100  100  100  100  2  2  100  4  100  100  100  100  100  100  100
9  7  100  100  5  100  100  100  4  100  9  100  100  100  100  7  100
10  8  8  100  8  6  100  10  100  9  100  6  100  100  100  100  6
11  100  100  100  100  4  100  5  100  100  6  100  8  100  100  100  100
12  100  100  100  100  100  100  2  100  100  100  8  100  7  100  100  100
13  100  100  100  100  100  100  100  100  100  100  100  7  100  10  10  100
14  100  100  100  100  8  100  100  100  100  100  100  100  10  100  7  7
15  10  100  100  100  6  100  100  100  7  100  100  100  10  7  100  2
16  2  100  100  100  100  100  100  100  100  6  100  100  100  7  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  1  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  1  16
3  4  5
4  6  8
5  7  8
6  7  12
7  15  16
8  2  3
9  5  11
10  8  9
11  4  9
12  3  4
13  5  10
14  12  13
15  14  15
;
