param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  4  8  5  5  4  4  8  7  10  9  2  6  2  9
2  2  100  9  8  2  4  6  8  10  4  3  6  9  10  6  7
3  4  9  100  9  6  3  10  8  6  2  9  8  5  9  3  8
4  8  8  9  100  6  5  6  3  4  5  8  4  3  7  3  7
5  5  2  6  6  100  8  8  7  2  5  8  10  6  10  9  4
6  5  4  3  5  8  100  9  5  2  8  7  8  7  3  9  3
7  4  6  10  6  8  9  100  2  4  10  5  10  7  8  5  9
8  4  8  8  3  7  5  2  100  5  7  4  2  5  2  8  6
9  8  10  6  4  2  2  4  5  100  6  3  4  2  8  10  6
10  7  4  2  5  5  8  10  7  6  100  3  8  3  9  6  7
11  10  3  9  8  8  7  5  4  3  3  100  10  3  5  3  8
12  9  6  8  4  10  8  10  2  4  8  10  100  5  4  6  6
13  2  9  5  3  6  7  7  5  2  3  3  5  100  6  3  8
14  6  10  9  7  10  3  8  2  8  9  5  4  6  100  3  5
15  2  6  3  3  9  9  5  8  10  6  3  6  3  3  100  8
16  9  7  8  7  4  3  9  6  6  7  8  6  8  5  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  7  100  100  100  100  100  3  100  100  100  100  100  2  100  9
2  7  100  10  100  100  100  100  100  100  100  100  100  100  100  2  100
3  100  10  100  8  3  100  100  100  100  100  100  100  100  100  5  100
4  100  100  8  100  8  100  100  8  100  100  6  100  100  100  3  100
5  100  100  3  8  100  2  10  100  100  100  100  9  100  100  100  8
6  100  100  100  100  2  100  9  2  100  100  100  100  100  100  100  100
7  100  100  100  100  10  9  100  2  2  9  100  100  100  100  100  100
8  3  100  100  8  100  2  2  100  3  100  100  100  100  4  7  100
9  100  100  100  100  100  100  2  3  100  5  10  100  100  2  7  100
10  100  100  100  100  100  100  9  100  5  100  3  100  100  7  100  100
11  100  100  100  6  100  100  100  100  10  3  100  10  100  100  100  6
12  100  100  100  100  9  100  100  100  100  100  10  100  6  100  100  100
13  100  100  100  100  100  100  100  100  100  100  100  6  100  4  100  100
14  2  100  100  100  100  100  100  4  2  7  100  100  4  100  3  100
15  100  2  5  3  100  100  100  7  7  100  100  100  100  3  100  5
16  9  100  100  100  8  100  100  100  100  100  6  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  14
2  2  15
3  5  6
4  6  8
5  7  8
6  7  9
7  9  14
8  1  8
9  3  5
10  4  15
11  10  11
12  14  15
13  13  14
14  9  10
15  15  16
;
