param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  10  10  10  6  9  4  6  8  9  5  7  5  8  8
2  3  100  7  4  7  9  3  8  2  5  9  9  8  2  3  10
3  10  7  100  3  4  10  8  10  6  7  3  5  8  6  6  3
4  10  4  3  100  9  7  5  4  9  10  4  4  9  9  10  6
5  10  7  4  9  100  8  9  5  7  7  6  6  7  10  8  2
6  6  9  10  7  8  100  6  7  8  10  4  8  5  2  6  7
7  9  3  8  5  9  6  100  7  7  5  7  4  8  6  10  3
8  4  8  10  4  5  7  7  100  6  10  2  7  6  2  3  5
9  6  2  6  9  7  8  7  6  100  8  6  8  2  2  7  9
10  8  5  7  10  7  10  5  10  8  100  2  4  6  5  9  10
11  9  9  3  4  6  4  7  2  6  2  100  10  4  4  5  2
12  5  9  5  4  6  8  4  7  8  4  10  100  3  5  6  9
13  7  8  8  9  7  5  8  6  2  6  4  3  100  2  7  7
14  5  2  6  9  10  2  6  2  2  5  4  5  2  100  6  5
15  8  3  6  10  8  6  10  3  7  9  5  6  7  6  100  4
16  8  10  3  6  2  7  3  5  9  10  2  9  7  5  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  100  100  100  100  100  100  3  10  100  6  100  100  100  7
2  2  100  6  100  100  100  100  2  100  100  100  100  100  100  100  100
3  100  6  100  9  100  100  100  100  100  10  100  100  100  100  100  100
4  100  100  9  100  8  8  100  100  100  100  3  100  10  100  100  100
5  100  100  100  8  100  10  100  100  100  100  100  2  6  100  8  100
6  100  100  100  8  10  100  5  100  100  100  100  100  100  100  100  100
7  100  100  100  100  100  5  100  6  100  100  100  3  100  7  100  100
8  100  2  100  100  100  100  6  100  5  100  100  4  100  100  100  100
9  3  100  100  100  100  100  100  5  100  6  100  100  100  7  100  100
10  10  100  10  100  100  100  100  100  6  100  4  100  100  100  100  100
11  100  100  100  3  100  100  100  100  100  4  100  4  10  100  100  100
12  6  100  100  100  2  100  3  4  100  100  4  100  8  100  100  9
13  100  100  100  10  6  100  100  100  100  100  10  8  100  5  100  100
14  100  100  100  100  100  100  7  100  7  100  100  100  5  100  6  100
15  100  100  100  100  8  100  100  100  100  100  100  100  100  6  100  2
16  7  100  100  100  100  100  100  100  100  100  100  9  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  1  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  2  8
3  5  12
4  15  16
5  1  9
6  4  11
7  7  12
8  8  12
9  10  11
10  11  12
11  6  7
12  13  14
13  2  3
14  5  13
15  14  15
;
