param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  6  5  8  5  8  3  2  5  3  10  9  2  5  4  5
2  6  100  2  5  8  4  10  6  3  2  9  5  5  10  7  3
3  5  2  100  3  6  10  9  2  4  7  3  4  7  2  10  5
4  8  5  3  100  2  7  5  8  8  2  6  6  8  7  6  2
5  5  8  6  2  100  3  5  10  9  7  9  5  3  8  2  3
6  8  4  10  7  3  100  3  4  8  9  9  5  7  7  10  4
7  3  10  9  5  5  3  100  3  6  3  6  10  5  3  7  3
8  2  6  2  8  10  4  3  100  7  3  10  4  8  10  2  9
9  5  3  4  8  9  8  6  7  100  8  2  10  3  3  9  7
10  3  2  7  2  7  9  3  3  8  100  8  4  8  9  5  10
11  10  9  3  6  9  9  6  10  2  8  100  2  10  10  2  6
12  9  5  4  6  5  5  10  4  10  4  2  100  3  5  4  7
13  2  5  7  8  3  7  5  8  3  8  10  3  100  7  4  5
14  5  10  2  7  8  7  3  10  3  9  10  5  7  100  3  8
15  4  7  10  6  2  10  7  2  9  5  2  4  4  3  100  2
16  5  3  5  2  3  4  3  9  7  10  6  7  5  8  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  100  100  100  100  100  100  100  100  100  100  100  100  100  5
2  4  100  3  100  100  100  100  100  6  2  100  4  100  100  100  100
3  100  3  100  9  100  3  9  100  100  100  100  3  100  8  8  100
4  100  100  9  100  2  100  100  100  100  100  100  100  100  100  5  100
5  100  100  100  2  100  3  100  100  100  100  100  100  100  100  100  6
6  100  100  3  100  3  100  6  100  7  100  100  100  100  7  6  100
7  100  100  9  100  100  6  100  7  7  100  100  100  3  100  100  5
8  100  100  100  100  100  100  7  100  4  100  100  100  100  10  100  100
9  100  6  100  100  100  7  7  4  100  2  100  100  9  100  5  6
10  100  2  100  100  100  100  100  100  2  100  6  100  100  6  100  100
11  100  100  100  100  100  100  100  100  100  6  100  8  100  100  100  100
12  100  4  3  100  100  100  100  100  100  100  8  100  10  10  100  10
13  100  100  100  100  100  100  3  100  9  100  100  10  100  7  9  100
14  100  100  8  100  100  7  100  10  100  6  100  10  7  100  4  100
15  100  100  8  5  100  6  100  100  5  100  100  100  9  4  100  7
16  5  100  100  100  6  100  5  100  6  100  100  10  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  10
2  4  5
3  9  10
4  2  3
5  3  6
6  3  12
7  5  6
8  7  13
9  1  2
10  8  9
11  14  15
12  1  16
13  4  15
14  7  16
15  10  11
;
