param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  6  4  5  2  6  7  6  3  3  3  9  2  6  6
2  9  100  2  10  7  9  9  9  7  2  10  3  5  5  8  10
3  6  2  100  10  9  9  6  10  8  7  10  4  9  4  7  5
4  4  10  10  100  9  6  8  7  8  8  8  9  8  4  5  4
5  5  7  9  9  100  5  4  8  3  5  10  3  10  4  5  7
6  2  9  9  6  5  100  9  5  9  9  5  7  9  9  9  7
7  6  9  6  8  4  9  100  4  5  6  10  10  5  4  4  4
8  7  9  10  7  8  5  4  100  8  6  2  2  7  8  6  5
9  6  7  8  8  3  9  5  8  100  10  4  2  5  9  2  2
10  3  2  7  8  5  9  6  6  10  100  10  2  5  6  3  5
11  3  10  10  8  10  5  10  2  4  10  100  2  7  4  2  3
12  3  3  4  9  3  7  10  2  2  2  2  100  5  6  10  4
13  9  5  9  8  10  9  5  7  5  5  7  5  100  7  9  8
14  2  5  4  4  4  9  4  8  9  6  4  6  7  100  9  6
15  6  8  7  5  5  9  4  6  2  3  2  10  9  9  100  8
16  6  10  5  4  7  7  4  5  2  5  3  4  8  6  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  100  100  100  100  100  100  100  100  100  100  100  100  5  3
2  9  100  8  100  100  4  100  100  100  100  100  100  2  100  100  9
3  100  8  100  4  100  6  100  3  100  100  100  6  100  100  100  100
4  100  100  4  100  9  100  100  100  100  4  100  100  100  100  100  100
5  100  100  100  9  100  8  100  100  8  8  100  100  100  100  100  100
6  100  4  6  100  8  100  5  100  100  100  100  6  7  100  100  7
7  100  100  100  100  100  5  100  6  100  100  8  8  100  6  5  100
8  100  100  3  100  100  100  6  100  8  100  100  100  3  100  100  100
9  100  100  100  100  8  100  100  8  100  3  100  100  100  10  100  100
10  100  100  100  4  8  100  100  100  3  100  3  100  100  100  100  100
11  100  100  100  100  100  100  8  100  100  3  100  9  100  100  2  100
12  100  100  6  100  100  6  8  100  100  100  9  100  7  100  100  100
13  100  2  100  100  100  7  100  3  100  100  100  7  100  8  7  7
14  100  100  100  100  100  100  6  100  10  100  100  100  8  100  3  5
15  5  100  100  100  100  100  5  100  100  100  2  100  7  3  100  5
16  3  9  100  100  100  7  100  100  100  100  100  100  7  5  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1
2  .  .  0  0  0  1  0  0  0  0  0  0  1  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  13
2  11  15
3  1  16
4  3  8
5  8  13
6  9  10
7  10  11
8  14  15
9  2  6
10  3  4
11  4  10
12  1  15
13  6  7
14  3  12
15  5  6
;
