param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  5  8  7  6  9  3  2  6  3  6  8  2  7  4
2  4  100  2  8  8  4  4  3  4  6  2  6  9  9  7  7
3  5  2  100  5  9  8  5  10  2  10  5  7  9  8  5  4
4  8  8  5  100  9  5  7  3  8  3  8  9  4  3  4  2
5  7  8  9  9  100  4  3  2  5  3  10  9  10  7  8  9
6  6  4  8  5  4  100  4  8  10  9  3  2  3  3  3  10
7  9  4  5  7  3  4  100  6  3  4  10  3  8  3  3  10
8  3  3  10  3  2  8  6  100  5  10  9  5  2  5  8  3
9  2  4  2  8  5  10  3  5  100  6  6  3  10  6  4  3
10  6  6  10  3  3  9  4  10  6  100  9  9  4  6  4  10
11  3  2  5  8  10  3  10  9  6  9  100  3  2  9  10  4
12  6  6  7  9  9  2  3  5  3  9  3  100  6  4  10  6
13  8  9  9  4  10  3  8  2  10  4  2  6  100  3  8  4
14  2  9  8  3  7  3  3  5  6  6  9  4  3  100  2  8
15  7  7  5  4  8  3  3  8  4  4  10  10  8  2  100  8
16  4  7  4  2  9  10  10  3  3  10  4  6  4  8  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  7  100  100  100  100  100  2  100  100  100  100  100  100  100  10
2  7  100  5  100  100  100  100  100  100  100  100  100  100  100  5  100
3  100  5  100  5  100  10  100  100  100  100  9  100  4  100  100  100
4  100  100  5  100  10  10  100  100  100  100  100  100  4  100  100  100
5  100  100  100  10  100  3  100  100  10  100  100  100  100  100  100  100
6  100  100  10  10  3  100  3  100  100  100  100  100  100  100  4  100
7  100  100  100  100  100  3  100  7  100  6  100  100  100  5  100  2
8  2  100  100  100  100  100  7  100  4  100  100  100  100  100  5  100
9  100  100  100  100  10  100  100  4  100  7  4  100  100  100  100  100
10  100  100  100  100  100  100  6  100  7  100  5  100  100  100  100  100
11  100  100  9  100  100  100  100  100  4  5  100  3  8  100  100  100
12  100  100  100  100  100  100  100  100  100  100  3  100  7  4  100  100
13  100  100  4  4  100  100  100  100  100  100  8  7  100  8  9  100
14  100  100  100  100  100  100  5  100  100  100  100  4  8  100  10  100
15  100  5  100  100  100  4  100  5  100  100  100  100  9  10  100  3
16  10  100  100  100  100  100  2  100  100  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  8
2  7  16
3  5  6
4  6  7
5  11  12
6  15  16
7  3  13
8  4  13
9  8  9
10  9  11
11  12  14
12  2  3
13  2  15
14  7  14
15  10  11
;
