param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  5  2  4  8  7  7  6  6  4  7  3  3  8  9
2  9  100  8  10  2  4  4  4  10  2  5  3  9  7  5  7
3  5  8  100  9  10  9  3  10  4  5  7  2  8  7  10  2
4  2  10  9  100  10  8  7  8  3  7  3  7  2  4  2  3
5  4  2  10  10  100  5  3  5  5  4  8  2  4  5  10  4
6  8  4  9  8  5  100  9  7  10  9  3  8  10  4  5  8
7  7  4  3  7  3  9  100  6  5  6  10  5  6  5  7  4
8  7  4  10  8  5  7  6  100  4  8  6  7  6  6  6  6
9  6  10  4  3  5  10  5  4  100  2  3  5  5  9  3  3
10  6  2  5  7  4  9  6  8  2  100  3  2  7  5  10  4
11  4  5  7  3  8  3  10  6  3  3  100  9  5  5  9  4
12  7  3  2  7  2  8  5  7  5  2  9  100  7  2  4  7
13  3  9  8  2  4  10  6  6  5  7  5  7  100  6  4  6
14  3  7  7  4  5  4  5  6  9  5  5  2  6  100  4  4
15  8  5  10  2  10  5  7  6  3  10  9  4  4  4  100  2
16  9  7  2  3  4  8  4  6  3  4  4  7  6  4  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  100  100  100  100  100  100  100  100  100  100  7  100  100  9
2  9  100  10  100  100  100  100  100  100  100  100  6  100  100  100  100
3  100  10  100  7  100  100  100  100  10  100  100  7  100  100  100  8
4  100  100  7  100  2  100  100  100  100  100  100  100  100  100  10  100
5  100  100  100  2  100  3  100  3  100  100  100  100  100  100  100  100
6  100  100  100  100  3  100  5  100  100  100  100  100  100  3  100  100
7  100  100  100  100  100  5  100  9  100  100  100  100  10  100  9  100
8  100  100  100  100  3  100  9  100  9  100  100  100  100  100  7  100
9  100  100  10  100  100  100  100  9  100  4  100  100  100  100  100  100
10  100  100  100  100  100  100  100  100  4  100  6  100  100  100  7  7
11  100  100  100  100  100  100  100  100  100  6  100  9  8  100  100  5
12  100  6  7  100  100  100  100  100  100  100  9  100  8  100  8  100
13  7  100  100  100  100  100  10  100  100  100  8  8  100  3  4  4
14  100  100  100  100  100  3  100  100  100  100  100  100  3  100  10  100
15  100  100  100  10  100  100  9  7  100  7  100  8  4  10  100  10
16  9  100  8  100  100  100  100  100  100  7  5  100  4  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  5  6
3  5  8
4  6  14
5  13  14
6  9  10
7  13  15
8  13  16
9  6  7
10  11  16
11  2  12
12  10  11
13  1  13
14  3  4
15  3  12
;
