param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  7  8  5  10  5  8  10  3  2  5  6  9  7  4
2  2  100  10  3  2  2  8  8  4  7  9  8  9  10  6  9
3  7  10  100  6  6  8  9  8  10  8  9  5  6  9  7  4
4  8  3  6  100  4  5  3  2  3  8  8  6  4  2  4  4
5  5  2  6  4  100  3  5  4  7  4  8  10  2  2  5  7
6  10  2  8  5  3  100  5  6  3  4  7  4  8  9  9  8
7  5  8  9  3  5  5  100  6  8  9  10  5  5  4  9  10
8  8  8  8  2  4  6  6  100  3  2  2  7  10  9  5  5
9  10  4  10  3  7  3  8  3  100  3  10  8  5  8  7  8
10  3  7  8  8  4  4  9  2  3  100  6  2  3  3  2  9
11  2  9  9  8  8  7  10  2  10  6  100  7  10  6  9  4
12  5  8  5  6  10  4  5  7  8  2  7  100  7  10  7  6
13  6  9  6  4  2  8  5  10  5  3  10  7  100  9  10  9
14  9  10  9  2  2  9  4  9  8  3  6  10  9  100  3  5
15  7  6  7  4  5  9  9  5  7  2  9  7  10  3  100  8
16  4  9  4  4  7  8  10  5  8  9  4  6  9  5  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  7  100  100  6  100  100  100  100  10  8  100  8  100  100  8
2  7  100  6  100  100  100  100  100  100  100  6  100  100  100  100  100
3  100  6  100  7  100  100  100  100  100  100  8  100  100  100  3  100
4  100  100  7  100  8  100  100  100  100  2  100  100  100  100  100  100
5  6  100  100  8  100  7  100  100  100  100  100  100  100  100  100  100
6  100  100  100  100  7  100  2  4  100  100  3  8  100  100  3  100
7  100  100  100  100  100  2  100  5  7  3  100  100  100  9  100  100
8  100  100  100  100  100  4  5  100  6  100  100  100  100  8  100  100
9  100  100  100  100  100  100  7  6  100  3  4  100  100  8  100  8
10  10  100  100  2  100  100  3  100  3  100  3  100  100  100  6  100
11  8  6  8  100  100  3  100  100  4  3  100  6  100  9  100  10
12  100  100  100  100  100  8  100  100  100  100  6  100  7  100  8  4
13  8  100  100  100  100  100  100  100  100  100  100  7  100  8  100  100
14  100  100  100  100  100  100  9  8  8  100  9  100  8  100  4  100
15  100  100  3  100  100  3  100  100  100  6  100  8  100  4  100  5
16  8  100  100  100  100  100  100  100  8  100  10  4  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  1  0  0  1  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  1  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  10
2  6  7
3  3  15
4  6  11
5  6  15
6  7  10
7  9  10
8  6  8
9  12  16
10  14  15
11  15  16
12  1  5
13  2  3
14  1  2
15  12  13
;
