param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  3  2  10  2  6  4  9  10  7  7  2  6  10  4
2  9  100  6  2  2  7  4  4  4  6  4  3  4  5  9  7
3  3  6  100  5  10  6  10  10  5  5  2  7  4  5  8  7
4  2  2  5  100  2  2  7  4  2  10  3  4  6  9  7  5
5  10  2  10  2  100  6  5  4  8  10  4  8  10  8  7  5
6  2  7  6  2  6  100  2  4  3  5  6  8  7  4  6  2
7  6  4  10  7  5  2  100  3  4  6  2  3  8  4  3  3
8  4  4  10  4  4  4  3  100  2  4  5  4  8  7  6  3
9  9  4  5  2  8  3  4  2  100  5  2  8  6  5  2  2
10  10  6  5  10  10  5  6  4  5  100  7  4  7  2  5  10
11  7  4  2  3  4  6  2  5  2  7  100  10  9  2  2  8
12  7  3  7  4  8  8  3  4  8  4  10  100  5  6  6  6
13  2  4  4  6  10  7  8  8  6  7  9  5  100  6  3  6
14  6  5  5  9  8  4  4  7  5  2  2  6  6  100  6  4
15  10  9  8  7  7  6  3  6  2  5  2  6  3  6  100  8
16  4  7  7  5  5  2  3  3  2  10  8  6  6  4  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  100  100  4  100  5  100  100  100  100  100  100  100  100  10
2  5  100  7  100  4  100  100  100  100  6  4  6  100  100  100  100
3  100  7  100  10  100  100  100  2  100  100  100  100  100  100  100  100
4  100  100  10  100  7  100  9  100  100  100  100  100  100  100  8  100
5  4  4  100  7  100  6  100  5  100  10  100  100  100  100  5  100
6  100  100  100  100  6  100  2  100  100  100  6  100  100  8  100  6
7  5  100  100  9  100  2  100  6  100  100  100  100  100  100  100  5
8  100  100  2  100  5  100  6  100  8  100  4  100  100  9  8  100
9  100  100  100  100  100  100  100  8  100  7  100  100  100  100  7  4
10  100  6  100  100  10  100  100  100  7  100  8  100  100  100  100  100
11  100  4  100  100  100  6  100  4  100  8  100  6  100  7  100  100
12  100  6  100  100  100  100  100  100  100  100  6  100  10  3  100  100
13  100  100  100  100  100  100  100  100  100  100  100  10  100  9  100  5
14  100  100  100  100  100  8  100  9  100  100  7  3  9  100  5  100
15  100  100  100  8  5  100  100  8  7  100  100  100  100  5  100  7
16  10  100  100  100  100  6  5  100  4  100  100  100  5  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  1  0  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  1  1  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  8
2  6  7
3  12  14
4  1  5
5  2  5
6  2  11
7  8  11
8  9  16
9  1  7
10  5  15
11  7  16
12  13  16
13  14  15
14  2  10
15  4  5
;
