param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  3  9  2  9  7  4  7  9  10  2  2  9  4  5
2  8  100  9  4  8  9  4  2  10  8  10  6  3  10  9  10
3  3  9  100  10  10  3  6  2  6  10  7  7  10  6  8  8
4  9  4  10  100  7  9  10  4  7  8  2  6  2  6  6  8
5  2  8  10  7  100  5  2  4  3  10  5  5  7  6  5  3
6  9  9  3  9  5  100  2  3  4  2  8  6  7  7  3  3
7  7  4  6  10  2  2  100  9  6  9  10  6  4  2  3  2
8  4  2  2  4  4  3  9  100  8  10  3  2  9  5  10  6
9  7  10  6  7  3  4  6  8  100  6  2  7  10  5  7  7
10  9  8  10  8  10  2  9  10  6  100  8  5  9  9  10  9
11  10  10  7  2  5  8  10  3  2  8  100  2  8  7  2  5
12  2  6  7  6  5  6  6  2  7  5  2  100  5  6  6  7
13  2  3  10  2  7  7  4  9  10  9  8  5  100  2  6  8
14  9  10  6  6  6  7  2  5  5  9  7  6  2  100  2  9
15  4  9  8  6  5  3  3  10  7  10  2  6  6  2  100  8
16  5  10  8  8  3  3  2  6  7  9  5  7  8  9  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  6  100  100  100  100  100  100  100  100  100  100  100  100  100  7
2  6  100  3  100  100  100  4  100  100  100  100  100  2  100  9  100
3  100  3  100  10  100  100  100  100  100  100  100  2  10  100  8  100
4  100  100  10  100  2  100  100  100  8  100  8  5  10  100  100  100
5  100  100  100  2  100  7  100  100  100  100  100  100  100  100  100  3
6  100  100  100  100  7  100  6  5  100  100  100  100  100  100  100  100
7  100  4  100  100  100  6  100  3  100  100  6  100  100  100  100  100
8  100  100  100  100  100  5  3  100  8  100  100  100  100  100  100  100
9  100  100  100  8  100  100  100  8  100  4  100  100  6  100  100  100
10  100  100  100  100  100  100  100  100  4  100  7  100  100  100  100  100
11  100  100  100  8  100  100  6  100  100  7  100  10  100  8  2  100
12  100  100  2  5  100  100  100  100  100  100  10  100  7  100  100  100
13  100  2  10  10  100  100  100  100  6  100  100  7  100  3  100  100
14  100  100  100  100  100  100  100  100  100  100  8  100  3  100  5  100
15  100  9  8  100  100  100  100  100  100  100  2  100  100  5  100  2
16  7  100  100  100  3  100  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  1  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  13
2  3  12
3  4  5
4  11  15
5  15  16
6  2  3
7  5  16
8  7  8
9  13  14
10  2  7
11  9  10
12  4  12
13  6  8
14  1  2
15  9  13
;
