param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  4  4  4  2  4  8  7  2  2  2  7  6  10  5
2  4  100  6  5  5  3  7  2  4  8  6  7  9  2  6  7
3  4  6  100  2  8  6  4  7  5  6  8  2  9  5  4  6
4  4  5  2  100  2  6  2  10  7  3  5  7  5  4  7  2
5  4  5  8  2  100  6  9  9  3  8  2  6  10  5  4  4
6  2  3  6  6  6  100  3  7  6  4  3  9  5  9  10  10
7  4  7  4  2  9  3  100  2  9  5  10  4  3  8  5  6
8  8  2  7  10  9  7  2  100  4  4  9  2  9  4  7  3
9  7  4  5  7  3  6  9  4  100  4  3  5  7  3  10  3
10  2  8  6  3  8  4  5  4  4  100  8  4  2  6  10  6
11  2  6  8  5  2  3  10  9  3  8  100  4  2  10  5  9
12  2  7  2  7  6  9  4  2  5  4  4  100  8  9  4  7
13  7  9  9  5  10  5  3  9  7  2  2  8  100  5  3  7
14  6  2  5  4  5  9  8  4  3  6  10  9  5  100  5  8
15  10  6  4  7  4  10  5  7  10  10  5  4  3  5  100  7
16  5  7  6  2  4  10  6  3  3  6  9  7  7  8  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  100  100  7  100  100  100  100  5  100  100  5  100  3  8
2  9  100  2  7  100  100  100  100  100  100  100  100  100  100  100  100
3  100  2  100  3  6  100  100  100  100  100  100  100  100  100  100  100
4  100  7  3  100  5  2  100  100  2  100  100  100  100  8  100  100
5  7  100  6  5  100  2  100  3  100  100  100  100  100  100  3  100
6  100  100  100  2  2  100  10  100  100  3  100  6  9  100  100  100
7  100  100  100  100  100  10  100  4  100  100  100  5  6  100  100  100
8  100  100  100  100  3  100  4  100  4  100  100  100  100  100  100  100
9  100  100  100  2  100  100  100  4  100  7  100  6  100  100  100  100
10  5  100  100  100  100  3  100  100  7  100  5  100  5  100  100  100
11  100  100  100  100  100  100  100  100  100  5  100  8  100  100  100  4
12  100  100  100  100  100  6  5  100  6  100  8  100  2  100  10  100
13  5  100  100  100  100  9  6  100  100  5  100  2  100  5  2  100
14  100  100  100  8  100  100  100  100  100  100  100  100  5  100  7  100
15  3  100  100  100  3  100  100  100  100  100  100  10  2  7  100  6
16  8  100  100  100  100  100  100  100  100  100  4  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  1  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  4  6
3  4  9
4  5  6
5  12  13
6  13  15
7  1  15
8  3  4
9  5  8
10  5  15
11  6  10
12  7  8
13  11  16
14  10  11
15  13  14
;
