param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  3  5  4  9  7  8  6  2  3  3  4  4  9  6  8
2  3  100  6  8  10  6  6  8  10  2  8  6  3  2  10  9
3  5  6  100  3  10  10  8  10  5  5  10  2  3  9  6  10
4  4  8  3  100  7  7  8  8  4  8  6  10  10  3  3  5
5  9  10  10  7  100  9  2  3  6  7  2  2  3  3  4  2
6  7  6  10  7  9  100  9  5  7  9  9  9  4  8  7  9
7  8  6  8  8  2  9  100  2  10  3  5  6  4  2  3  2
8  6  8  10  8  3  5  2  100  3  5  8  4  4  7  9  6
9  2  10  5  4  6  7  10  3  100  7  7  8  3  7  2  5
10  3  2  5  8  7  9  3  5  7  100  8  5  2  4  2  10
11  3  8  10  6  2  9  5  8  7  8  100  4  5  8  6  10
12  4  6  2  10  2  9  6  4  8  5  4  100  6  5  2  6
13  4  3  3  10  3  4  4  4  3  2  5  6  100  10  6  2
14  9  2  9  3  3  8  2  7  7  4  8  5  10  100  2  4
15  6  10  6  3  4  7  3  9  2  2  6  2  6  2  100  10
16  8  9  10  5  2  9  2  6  5  10  10  6  2  4  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  8  100  100  100  100  100  100  100  100  100  100  3  100  7
2  5  100  10  100  100  7  3  100  100  100  100  100  2  100  100  100
3  8  10  100  9  4  100  100  100  100  100  100  100  100  100  100  100
4  100  100  9  100  6  7  100  100  8  100  100  100  100  100  9  100
5  100  100  4  6  100  9  100  3  100  100  100  100  100  100  100  100
6  100  7  100  7  9  100  6  100  100  100  100  7  100  2  100  9
7  100  3  100  100  100  6  100  7  2  100  6  100  100  100  100  100
8  100  100  100  100  3  100  7  100  3  100  4  100  4  3  100  10
9  100  100  100  8  100  100  2  3  100  2  100  100  100  100  4  7
10  100  100  100  100  100  100  100  100  2  100  3  3  100  100  100  10
11  100  100  100  100  100  100  6  4  100  3  100  8  100  4  100  5
12  100  100  100  100  100  7  100  100  100  3  8  100  9  8  100  100
13  100  2  100  100  100  100  100  4  100  100  100  9  100  5  100  100
14  3  100  100  100  100  2  100  3  100  100  4  8  5  100  8  100
15  100  100  100  9  100  100  100  100  4  100  100  100  100  8  100  3
16  7  100  100  100  100  9  100  10  7  10  5  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  1  0  0  0  0  0  1  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  1  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  1  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  13
2  6  14
3  7  9
4  9  10
5  1  14
6  2  7
7  5  8
8  8  9
9  8  14
10  10  11
11  10  12
12  15  16
13  3  5
14  9  15
15  4  5
;
