param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  5  2  2  2  10  5  4  2  5  7  7  3  7  7
2  5  100  3  3  4  9  2  9  4  6  10  9  4  8  2  6
3  5  3  100  7  7  3  7  10  4  5  8  7  2  9  2  2
4  2  3  7  100  9  5  8  4  3  6  2  9  10  6  6  5
5  2  4  7  9  100  10  8  2  5  9  8  9  4  6  10  3
6  2  9  3  5  10  100  10  10  10  7  8  3  5  10  2  3
7  10  2  7  8  8  10  100  9  4  2  4  9  6  6  9  5
8  5  9  10  4  2  10  9  100  7  3  10  7  6  6  2  8
9  4  4  4  3  5  10  4  7  100  10  6  2  6  6  9  3
10  2  6  5  6  9  7  2  3  10  100  9  5  5  10  9  6
11  5  10  8  2  8  8  4  10  6  9  100  7  10  9  7  3
12  7  9  7  9  9  3  9  7  2  5  7  100  4  3  7  6
13  7  4  2  10  4  5  6  6  6  5  10  4  100  5  10  7
14  3  8  9  6  6  10  6  6  6  10  9  3  5  100  6  9
15  7  2  2  6  10  2  9  2  9  9  7  7  10  6  100  9
16  7  6  2  5  3  3  5  8  3  6  3  6  7  9  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  100  100  9  100  100  100  100  100  100  8  100  100  100  4
2  8  100  5  100  100  5  3  100  100  100  100  100  100  100  100  7
3  100  5  100  8  2  100  100  100  100  100  100  100  100  100  7  100
4  100  100  8  100  2  100  100  100  100  100  100  100  2  100  100  100
5  9  100  2  2  100  9  100  100  100  5  100  100  4  100  100  100
6  100  5  100  100  9  100  8  100  100  100  5  100  100  100  100  2
7  100  3  100  100  100  8  100  7  100  100  7  100  100  2  100  100
8  100  100  100  100  100  100  7  100  8  100  100  100  8  100  100  100
9  100  100  100  100  100  100  100  8  100  10  2  100  2  100  100  4
10  100  100  100  100  5  100  100  100  10  100  10  100  100  100  4  100
11  100  100  100  100  100  5  7  100  2  10  100  4  100  100  6  100
12  8  100  100  100  100  100  100  100  100  100  4  100  6  2  100  100
13  100  100  100  2  4  100  100  8  2  100  100  6  100  9  100  100
14  100  100  100  100  100  100  2  100  100  100  100  2  9  100  4  100
15  100  100  7  100  100  100  100  100  100  4  6  100  100  4  100  3
16  4  7  100  100  100  2  100  100  4  100  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  1  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  5
2  4  5
3  4  13
4  6  16
5  7  14
6  9  11
7  9  13
8  12  14
9  2  7
10  15  16
11  1  16
12  9  16
13  10  15
14  11  12
15  2  3
;
