param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  9  9  4  2  2  3  5  7  8  3  3  2  8  5
2  2  100  2  8  3  5  9  9  6  9  6  5  8  8  9  5
3  9  2  100  8  4  2  7  2  2  8  8  3  4  9  3  3
4  9  8  8  100  5  10  7  7  3  2  4  5  7  3  2  8
5  4  3  4  5  100  5  2  9  9  6  9  5  5  5  10  3
6  2  5  2  10  5  100  7  7  5  8  7  9  5  3  3  3
7  2  9  7  7  2  7  100  6  2  6  5  3  4  4  10  2
8  3  9  2  7  9  7  6  100  10  3  2  6  6  3  10  9
9  5  6  2  3  9  5  2  10  100  6  8  5  7  8  2  7
10  7  9  8  2  6  8  6  3  6  100  8  3  5  7  9  8
11  8  6  8  4  9  7  5  2  8  8  100  2  4  6  3  2
12  3  5  3  5  5  9  3  6  5  3  2  100  6  2  4  5
13  3  8  4  7  5  5  4  6  7  5  4  6  100  8  8  7
14  2  8  9  3  5  3  4  3  8  7  6  2  8  100  8  10
15  8  9  3  2  10  3  10  10  2  9  3  4  8  8  100  9
16  5  5  3  8  3  3  2  9  7  8  2  5  7  10  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  5  100  100  100  7  100  100  100  100  100  100  100  100  100  2
2  5  100  6  100  100  3  100  2  100  100  100  100  100  100  4  100
3  100  6  100  4  100  4  100  100  100  100  100  100  100  100  100  100
4  100  100  4  100  6  100  100  100  3  100  100  100  100  100  100  100
5  100  100  100  6  100  2  100  100  10  100  100  100  100  100  100  100
6  7  3  4  100  2  100  4  100  9  100  100  100  7  100  100  100
7  100  100  100  100  100  4  100  5  100  100  100  100  10  7  6  6
8  100  2  100  100  100  100  5  100  8  100  4  100  100  100  100  100
9  100  100  100  3  10  9  100  8  100  8  100  100  100  100  10  100
10  100  100  100  100  100  100  100  100  8  100  2  100  100  8  100  2
11  100  100  100  100  100  100  100  4  100  2  100  2  100  100  10  8
12  100  100  100  100  100  100  100  100  100  100  2  100  2  100  100  10
13  100  100  100  100  100  7  10  100  100  100  100  2  100  2  100  100
14  100  100  100  100  100  100  7  100  100  8  100  100  2  100  6  100
15  100  4  100  100  100  100  6  100  10  100  10  100  100  6  100  9
16  2  100  100  100  100  100  6  100  100  2  8  10  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  1  0  1  0  0  0  0  0  0  1  0
3  .  .  .  1  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  16
2  2  8
3  5  6
4  10  11
5  10  16
6  11  12
7  12  13
8  13  14
9  2  6
10  4  9
11  2  15
12  3  4
13  3  6
14  6  7
15  8  11
;
