param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  2  2  6  10  3  5  10  7  2  10  10  9  6  3  8
2  2  100  3  9  2  5  9  3  9  4  10  9  5  8  9  2
3  2  3  100  3  8  3  4  5  9  9  2  8  8  5  5  5
4  6  9  3  100  5  8  5  5  3  6  6  9  6  8  8  6
5  10  2  8  5  100  4  9  3  5  5  6  2  8  8  7  10
6  3  5  3  8  4  100  3  5  7  9  7  4  2  7  2  9
7  5  9  4  5  9  3  100  10  6  5  7  3  7  9  2  8
8  10  3  5  5  3  5  10  100  10  6  6  7  5  3  9  3
9  7  9  9  3  5  7  6  10  100  9  8  8  7  7  7  4
10  2  4  9  6  5  9  5  6  9  100  4  3  6  7  2  6
11  10  10  2  6  6  7  7  6  8  4  100  6  9  5  5  5
12  10  9  8  9  2  4  3  7  8  3  6  100  9  6  4  9
13  9  5  8  6  8  2  7  5  7  6  9  9  100  3  2  3
14  6  8  5  8  8  7  9  3  7  7  5  6  3  100  10  3
15  3  9  5  8  7  2  2  9  7  2  5  4  2  10  100  3
16  8  2  5  6  10  9  8  3  4  6  5  9  3  3  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  7  2  100  10  100  100  100  100  100  100  100  4  100  100  9
2  7  100  10  100  8  100  100  100  10  8  5  100  100  100  100  100
3  2  10  100  8  100  100  100  100  100  100  100  100  100  3  100  100
4  100  100  8  100  10  4  100  10  100  100  9  100  100  6  100  100
5  10  8  100  10  100  4  100  100  100  7  8  100  2  3  100  100
6  100  100  100  4  4  100  3  100  100  100  100  100  100  8  100  100
7  100  100  100  100  100  3  100  4  5  9  9  100  100  2  100  2
8  100  100  100  10  100  100  4  100  6  2  100  10  100  8  100  100
9  100  10  100  100  100  100  5  6  100  10  100  100  6  100  100  100
10  100  8  100  100  7  100  9  2  10  100  6  100  6  100  100  100
11  100  5  100  9  8  100  9  100  100  6  100  7  100  5  100  100
12  100  100  100  100  100  100  100  10  100  100  7  100  5  4  4  100
13  4  100  100  100  2  100  100  100  6  6  100  5  100  10  100  100
14  100  100  3  6  3  8  2  8  100  100  5  4  10  100  4  100
15  100  100  100  100  100  100  100  100  100  100  100  4  100  4  100  8
16  9  100  100  100  100  100  2  100  100  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0  1  0  1
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  1  0  1
8  .  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  3
2  5  13
3  7  14
4  7  16
5  8  10
6  3  14
7  5  14
8  6  7
9  4  6
10  7  8
11  12  14
12  12  15
13  2  11
14  7  9
15  11  14
;
