param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  8  10  9  9  6  4  8  5  8  3  6  8  6  8  3
2  8  100  7  6  10  2  9  8  6  3  7  7  8  5  9  10
3  10  7  100  6  4  6  3  7  10  7  9  4  8  3  8  3
4  9  6  6  100  2  6  5  5  3  6  7  9  6  10  10  7
5  9  10  4  2  100  2  4  9  7  4  2  4  7  4  2  10
6  6  2  6  6  2  100  10  7  7  4  2  5  6  9  10  6
7  4  9  3  5  4  10  100  3  10  10  6  10  2  4  5  9
8  8  8  7  5  9  7  3  100  5  6  7  9  4  5  7  8
9  5  6  10  3  7  7  10  5  100  5  6  10  6  7  2  3
10  8  3  7  6  4  4  10  6  5  100  4  10  5  6  9  4
11  3  7  9  7  2  2  6  7  6  4  100  7  10  9  7  10
12  6  7  4  9  4  5  10  9  10  10  7  100  5  7  2  3
13  8  8  8  6  7  6  2  4  6  5  10  5  100  5  6  6
14  6  5  3  10  4  9  4  5  7  6  9  7  5  100  4  2
15  8  9  8  10  2  10  5  7  2  9  7  2  6  4  100  6
16  3  10  3  7  10  6  9  8  3  4  10  3  6  2  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  100  100  10  100  100  8  100  100  6  100  100  100  100  5
2  9  100  6  100  3  100  100  100  100  9  4  100  100  100  10  100
3  100  6  100  6  100  100  3  100  100  100  100  100  7  3  100  100
4  100  100  6  100  4  100  100  100  4  100  100  100  100  100  100  100
5  10  3  100  4  100  9  100  100  3  5  100  100  2  3  100  100
6  100  100  100  100  9  100  6  100  100  100  100  100  100  100  100  100
7  100  100  3  100  100  6  100  10  4  100  9  100  100  100  3  100
8  8  100  100  100  100  100  10  100  9  100  100  100  100  100  100  100
9  100  100  100  4  3  100  4  9  100  3  8  100  7  100  100  100
10  100  9  100  100  5  100  100  100  3  100  2  100  100  4  100  100
11  6  4  100  100  100  100  9  100  8  2  100  6  9  100  4  100
12  100  100  100  100  100  100  100  100  100  100  6  100  10  2  100  100
13  100  100  7  100  2  100  100  100  7  100  9  10  100  6  100  100
14  100  100  3  100  3  100  100  100  100  4  100  2  6  100  8  100
15  100  10  100  100  100  100  3  100  100  100  4  100  100  8  100  10
16  5  100  100  100  100  100  100  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  1  0  0  1  0  0  0  0  1
2  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  1  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  1  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  13
2  10  11
3  12  14
4  2  5
5  3  7
6  3  14
7  5  9
8  5  14
9  7  15
10  9  10
11  4  5
12  1  16
13  1  11
14  6  7
15  1  8
;
