param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  4  8  8  3  6  8  4  3  9  2  7  8  5  5  10
2  4  100  5  7  8  2  10  6  6  7  7  8  9  7  10  8
3  8  5  100  2  10  9  9  4  7  4  7  6  5  7  3  3
4  8  7  2  100  7  5  2  7  6  9  7  6  2  4  7  4
5  3  8  10  7  100  4  6  8  2  5  10  7  9  5  10  6
6  6  2  9  5  4  100  7  4  7  5  5  5  10  4  2  4
7  8  10  9  2  6  7  100  2  7  4  4  5  6  3  9  7
8  4  6  4  7  8  4  2  100  8  6  10  6  7  2  4  5
9  3  6  7  6  2  7  7  8  100  6  8  4  10  5  3  3
10  9  7  4  9  5  5  4  6  6  100  4  9  4  8  6  6
11  2  7  7  7  10  5  4  10  8  4  100  5  3  5  7  9
12  7  8  6  6  7  5  5  6  4  9  5  100  9  2  10  5
13  8  9  5  2  9  10  6  7  10  4  3  9  100  7  7  10
14  5  7  7  4  5  4  3  2  5  8  5  2  7  100  7  6
15  5  10  3  7  10  2  9  4  3  6  7  10  7  7  100  2
16  10  8  3  4  6  4  7  5  3  6  9  5  10  6  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  7  100  100  100  100  100  2  100  5  100  100  100  100  100  9
2  7  100  10  2  100  100  100  100  100  100  100  100  5  2  100  100
3  100  10  100  7  100  100  100  100  2  100  4  100  100  2  100  100
4  100  2  7  100  8  100  8  100  9  100  10  8  2  100  100  100
5  100  100  100  8  100  5  9  100  4  100  100  10  100  100  100  100
6  100  100  100  100  5  100  7  100  100  100  100  100  7  5  100  100
7  100  100  100  8  9  7  100  10  100  100  100  100  7  8  100  100
8  2  100  100  100  100  100  10  100  2  5  100  4  100  100  100  100
9  100  100  2  9  4  100  100  2  100  4  100  100  100  100  100  100
10  5  100  100  100  100  100  100  5  4  100  6  5  7  100  10  100
11  100  100  4  10  100  100  100  100  100  6  100  4  100  100  5  100
12  100  100  100  8  10  100  100  4  100  5  4  100  8  100  100  100
13  100  5  100  2  100  7  7  100  100  7  100  8  100  6  7  100
14  100  2  2  100  100  5  8  100  100  100  100  100  6  100  10  100
15  100  100  100  100  100  100  100  100  100  10  5  100  7  10  100  2
16  9  100  100  100  100  100  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  1  0  1  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  8
2  2  4
3  2  14
4  3  9
5  3  14
6  4  13
7  8  9
8  15  16
9  3  11
10  5  9
11  8  12
12  9  10
13  5  6
14  11  15
15  6  7
;
