param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  9  6  6  8  7  9  6  7  8  4  7  3  3  6  5
2  9  100  4  10  4  10  9  2  3  8  10  7  8  5  10  6
3  6  4  100  7  3  8  5  6  2  2  7  2  5  4  6  2
4  6  10  7  100  2  10  4  3  6  5  9  7  8  8  6  5
5  8  4  3  2  100  3  2  10  5  4  7  10  2  9  10  7
6  7  10  8  10  3  100  2  4  9  10  2  7  6  2  9  3
7  9  9  5  4  2  2  100  3  2  5  7  2  6  6  4  7
8  6  2  6  3  10  4  3  100  6  4  6  4  7  8  3  9
9  7  3  2  6  5  9  2  6  100  9  10  7  2  5  5  9
10  8  8  2  5  4  10  5  4  9  100  2  5  9  3  8  4
11  4  10  7  9  7  2  7  6  10  2  100  9  3  5  4  2
12  7  7  2  7  10  7  2  4  7  5  9  100  8  2  5  3
13  3  8  5  8  2  6  6  7  2  9  3  8  100  9  6  4
14  3  5  4  8  9  2  6  8  5  3  5  2  9  100  5  9
15  6  10  6  6  10  9  4  3  5  8  4  5  6  5  100  4
16  5  6  2  5  7  3  7  9  9  4  2  3  4  9  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  100  7  100  100  100  100  100  100  100  7  7  100  100  100  3  8
2  7  100  3  100  5  100  100  100  100  100  100  100  100  100  100  100
3  100  3  100  10  100  3  100  100  10  8  6  100  10  100  100  6
4  100  100  10  100  2  100  100  100  100  100  100  100  100  100  100  100
5  100  5  100  2  100  2  100  100  100  100  100  100  100  100  100  100
6  100  100  3  100  2  100  7  100  5  100  100  100  100  100  3  100
7  100  100  100  100  100  7  100  3  100  100  100  100  100  4  100  100
8  100  100  100  100  100  100  3  100  9  100  100  100  6  7  100  100
9  100  100  10  100  100  5  100  9  100  10  100  100  100  100  100  100
10  7  100  8  100  100  100  100  100  10  100  10  100  100  100  100  100
11  7  100  6  100  100  100  100  100  100  10  100  5  100  100  100  100
12  100  100  100  100  100  100  100  100  100  100  5  100  10  100  100  2
13  100  100  10  100  100  100  100  6  100  100  100  10  100  8  100  100
14  100  100  100  100  100  100  4  7  100  100  100  100  8  100  2  2
15  3  100  100  100  100  3  100  100  100  100  100  100  100  2  100  6
16  8  100  6  100  100  100  100  100  100  100  100  2  100  2  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
16  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  5  6
3  12  16
4  14  15
5  14  16
6  1  15
7  2  3
8  3  6
9  6  15
10  7  8
11  7  14
12  6  9
13  11  12
14  8  13
15  1  10
;
